observation_month_x,project_id,project_name,line_ministry,sector,cumulative_expenditure_cr,physical_progress_pct,original_cost_cr,latest_revised_cost_cr,cost_escalation_pct,expenditure_ratio_pct,expenditure_progress_gap_pct,progress_change_1m_pct,progress_change_3m_pct,expenditure_change_1m_cr,expenditure_change_3m_cr,cost_risk_score,schedule_risk_score,progress_risk_score,match_status,source_file,source_page,canonical_project_id,revised_cost_cr,revised_cost_source,historical_financial_scoring_available,expenditure_progress_gap,schedule_slippage_days,schedule_slippage_months,project_age_days,project_age_months,progress_change_1m,progress_change_3m,progress_change_6m,expenditure_change_1m,expenditure_change_3m,progress_velocity_3m,expenditure_velocity_3m,anomaly_score,anomaly_flag,observed_months,first_observation_month,latest_observation_month,history_length_months,complete_7_month_history,data_confidence_score,data_confidence_category,trajectory_status,trajectory_risk_score,imbalance_risk_score,schedule_data_available,base_risk_score,risk_dimension_evidence_weight,anomaly_category,anomaly_risk_component,trajectory_risk_component,predictive_risk_score,final_risk_score,risk_category,risk_fusion_method,risk_driver_1,risk_driver_2,risk_driver_3,primary_risk_driver,secondary_risk_driver,risk_explanation,recommended_action,observation_month_y,future_deterioration_probability,predicted_future_deterioration,predictive_risk_band
2026-07-01,618041,Rehabilitation and upgrading to two lanes with paved shoulders and Strengthening of Kotdwar-Pauri-Srinagar road section from Km 232.00 to 274.470 on NH-119 New 534 Paidul to Srinagar in the State of Uttarakhand on EPC Mode under NHO Annual Plan 2021-22.,Ministry of Road Transport & Highways,Roads & Highways,0.0,2.0,299.31,299.31,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,,100.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,146,618041,299.31,latest_revised_cost_cr,False,-2.0,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.08753640279146646,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STAGNATING,60.0,0.0,False,35.71,0.7000000000000001,NORMAL,0.0,60.0,,35.79,MEDIUM,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,PROGRESS_STAGNATION,,,PROGRESS_STAGNATION,,Progress Stagnation,Monitor next reporting cycle and request a milestone update.,2026-07-01,0.2327,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618042,"Rehabilitation/ Upgradation of existing Highway to four lane standards in Kurkheda town from km.413257 to km 410775, Two lane in Shankarpur Gurnuli km 42400 to km 43100 section and Reconstruction of Major Bridge at Ch. 448558 Bhuti Nallah and Ch. 411695 Sati River bridge, Minor Bridge at Ch. 411477 and Ch. 405800 Lendhari Bridge of NH 543 Bhamhapuri-wadsa-kurkheda-korchi-Deori-Amgaon road on EPC mode in the State of Maharashtra",Ministry of Road Transport & Highways,Roads & Highways,49.03,50.25,163.86,163.86,0.0,29.921884535579157,-20.32811546442085,7.469999999999999,7.469999999999999,49.03,49.03,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,117,618042,163.86,latest_revised_cost_cr,False,-20.328115464420847,,,,,7.469999999999999,7.469999999999999,16.25,49.03,49.03,2.49,16.343333333333334,-0.10960541282613945,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.3697,0,WATCH
2026-07-01,618043,Upgradation and reconstruction of Dindori - Mandla Section of NH 543 from Km 77100 Design to Km 170580 Design Total length 93.48km to Two lane with paved shoulder configuration along with One time improvement in 04 nos of bypassed built-up areas in a total length of 7.23 km in the state of Madhya Pradesh on EPC mode,Ministry of Road Transport & Highways,Roads & Highways,0.0,88.0,492.12,523.71,6.41916605705926,0.0,-88.0,0.0,0.5,0.0,0.0,9.45460757836422,,90.13806706114399,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,114,618043,523.71,latest_revised_cost_cr,False,-88.0,,,,,0.0,0.5,,0.0,0.0,0.1666666666666666,0.0,-0.05966740382066321,False,6,2026-02-01,2026-07-01,6,False,85.7,HIGH,STAGNATING,60.0,0.0,False,36.24,0.7000000000000001,NORMAL,0.0,60.0,,36.18,MEDIUM,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,PROGRESS_STAGNATION,,,PROGRESS_STAGNATION,,Progress Stagnation,Monitor next reporting cycle and request a milestone update.,2026-07-01,0.5586,1,ELEVATED
2026-07-01,618044,Upgradation of Shahdol- Sagartola Section of NH 543 from km 0000 to km 69400 to 2 lane with paved shoulders under Hybrid Annuity Mode HAM in the State of Madhya Pradesh,Ministry of Road Transport & Highways,Roads & Highways,0.0,0.0,851.4,851.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,100.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,114,618044,851.4,latest_revised_cost_cr,False,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.08682146310200828,False,4,2026-04-01,2026-07-01,4,False,77.1,MEDIUM,STAGNATING,60.0,0.0,False,35.71,0.7000000000000001,NORMAL,0.0,60.0,,35.79,MEDIUM,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,PROGRESS_STAGNATION,,,PROGRESS_STAGNATION,,Progress Stagnation,Monitor next reporting cycle and request a milestone update.,2026-07-01,0.0802,0,LOW_PREDICTIVE_SIGNAL
2026-05-01,618045,,,,71.77,67.0,,,,,,0.0,0.0,0.0,0.0,,,100.0,UNMATCHED_MASTER_ID,FlashReport_May2026(2).pdf,120,618045,,latest_revised_cost_cr,False,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.1330451702964186,False,5,2026-01-01,2026-05-01,5,False,56.4,LOW,STAGNATING,60.0,,False,100.0,0.25,NORMAL,0.0,60.0,,83.16,CRITICAL,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,PROGRESS_STAGNATION,,,PROGRESS_STAGNATION,,Progress Stagnation,Prioritise milestone-level review and identify implementation bottlenecks.,2026-05-01,0.6723,1,ELEVATED
2026-05-01,618046,,,,0.0,95.88,,,,,,0.0,0.8799999999999955,0.0,0.0,,,82.64299802761349,UNMATCHED_MASTER_ID,FlashReport_May2026(2).pdf,124,618046,,latest_revised_cost_cr,False,,,,,,0.0,0.8799999999999955,,0.0,0.0,0.2933333333333318,0.0,-0.13195338590224992,False,5,2026-01-01,2026-05-01,5,False,56.4,LOW,STABLE,30.0,,False,82.64,0.25,NORMAL,0.0,30.0,,65.63,HIGH,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Prioritise milestone-level review and identify implementation bottlenecks.,2026-05-01,0.2022,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618047,"Widening, Reconstruction & Up-gradation to 2 lane with Paved Shoulder/Four Lane configuration for the work of Ahmednagar to Sabalkhed & Ashti to Chinchpur Section of NH-561 from Design km 2915 to km 37728 & Design km 55100 to km 70000 in the State of Maharashtra on EPC mode. Length 49.713 km",Ministry of Road Transport & Highways,Roads & Highways,0.0,88.56,657.16,657.16,0.0,0.0,-88.56,5.1000000000000085,16.36,0.0,0.0,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,117,618047,657.16,latest_revised_cost_cr,False,-88.56,,,,,5.1000000000000085,16.36,,0.0,0.0,5.453333333333333,0.0,-0.024186674517858164,False,6,2026-02-01,2026-07-01,6,False,85.7,HIGH,IMPROVING,10.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.0971,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618049,Up-gradation to 2/4 lane with paved shoulder configuration of NH-652 from Tuljapur Naldurg-Akkalkot road Chainage from Km. 00.000 to km 30.982 in the State of Maharashtra on EPC mode.,Ministry of Road Transport & Highways,Roads & Highways,64.95,98.0,183.41,183.41,0.0,35.41246387874162,-62.58753612125838,0.0,3.0,0.0799999999999983,0.0799999999999983,0.0,,40.8284023668639,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,117,618049,183.41,latest_revised_cost_cr,False,-62.58753612125838,,,,,0.0,3.0,,0.0799999999999983,0.0799999999999983,1.0,0.0266666666666661,-0.09508574872671455,False,6,2026-02-01,2026-07-01,6,False,85.7,HIGH,STABLE,30.0,0.0,False,14.58,0.7000000000000001,NORMAL,0.0,30.0,,15.48,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.1027,0,LOW_PREDICTIVE_SIGNAL
2026-05-01,618050,,,,146.64,98.16,,,,,,0.0,0.1599999999999966,0.0,0.0,,,96.84418145956614,UNMATCHED_MASTER_ID,FlashReport_May2026(2).pdf,109,618050,,latest_revised_cost_cr,False,,,,,,0.0,0.1599999999999966,,0.0,0.0,0.0533333333333322,0.0,-0.13253169029928658,False,5,2026-01-01,2026-05-01,5,False,56.4,LOW,STAGNATING,60.0,,False,96.84,0.25,NORMAL,0.0,60.0,,80.83,HIGH,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,PROGRESS_STAGNATION,,,PROGRESS_STAGNATION,,Progress Stagnation,Prioritise milestone-level review and identify implementation bottlenecks.,2026-05-01,0.271,0,LOW_PREDICTIVE_SIGNAL
2026-06-01,618051,,,,145.49,98.38,,,,,,0.3799999999999954,,70.62,,,,77.51479289940855,UNMATCHED_MASTER_ID,FlashReport_June_2026(2).pdf,111,618051,,latest_revised_cost_cr,False,,,,,,0.3799999999999954,,,70.62,,,,-0.13163638840005837,False,2,2026-01-01,2026-06-01,2,False,28.6,INSUFFICIENT_EVIDENCE,INSUFFICIENT_DATA,,,False,77.51,0.25,NORMAL,0.0,0.0,,67.82,REVIEW_DATA,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,INSUFFICIENT_DATA,,,INSUFFICIENT_DATA,,Data review is required before risk escalation.,Verify missing/ambiguous monitoring data before escalation.,2026-06-01,0.3173,0,WATCH
2026-07-01,618052,Gorantla - Hindupur section from Km 120/300 to 165/000 of NH716G in the State of Andhra Pradesh,Ministry of Road Transport & Highways,Roads & Highways,0.0,37.7,808.7,808.7,0.0,0.0,-37.7,8.920000000000002,18.980000000000004,0.0,0.0,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,90,618052,808.7,latest_revised_cost_cr,False,-37.7,,,,,8.920000000000002,18.980000000000004,32.7,0.0,0.0,6.326666666666668,0.0,-0.03374826049958035,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.1439,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618053,Muddanur to B. Kothapalli section of NH-716G from Km. 0/000 to Km. 56/500 56.500 Km in the State of Andhra Pradesh on EPC mode Job no. 741,Ministry of Road Transport & Highways,Roads & Highways,0.0,33.55,1019.97,1019.97,0.0,0.0,-33.55,2.9999999999999964,12.919999999999998,0.0,0.0,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,90,618053,1019.97,latest_revised_cost_cr,False,-33.55,,,,,2.9999999999999964,12.919999999999998,33.55,0.0,0.0,4.306666666666666,0.0,-0.05896217709731144,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.3161,0,WATCH
2026-07-01,618054,Construction of Balrampur bypass with 2L flexible pavement configuration from km.223.000 of NH-330 to km.328.300 of NH-730 under EPC mode,Ministry of Road Transport & Highways,Roads & Highways,128.55,56.0,515.69,515.69,0.0,24.92776668153348,-31.07223331846652,2.0,10.0,9.830000000000013,23.99000000000001,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,140,618054,515.69,latest_revised_cost_cr,False,-31.072233318466523,,,,,2.0,10.0,14.0,9.830000000000013,23.99000000000001,3.333333333333333,7.99666666666667,-0.09724837195338576,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.2808,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618055,Construction of Pratapgarh Bypass Extension connecting NH-31 to NH-330 on EPC mode in the State of Uttar Pradesh.,Ministry of Road Transport & Highways,Roads & Highways,66.96,78.0,225.17,225.17,0.0,29.737531642758803,-48.2624683572412,3.0,5.0,66.96,66.96,0.0,,1.3806706114398217,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,140,618055,225.17,latest_revised_cost_cr,False,-48.2624683572412,,,,,3.0,5.0,12.0,66.96,66.96,1.6666666666666667,22.32,-0.10706539864666625,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,0.49,0.7000000000000001,NORMAL,0.0,30.0,,5.1,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.1543,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618056,Improvement and Up-gradation to two Lane with Paved Shoulder Configuration from existing km. 420.00 Shohrathgarh to km. 454.00 Uska Bazar of NH-730 in the state of Uttar Pradesh EPC basis,Ministry of Road Transport & Highways,Roads & Highways,120.57,62.0,509.65,484.42,-4.950456195428227,24.889558647454685,-37.11044135254531,2.0,6.0,5.36999999999999,22.099999999999994,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,140,618056,484.42,latest_revised_cost_cr,False,-37.11044135254532,,,,,2.0,6.0,13.0,5.36999999999999,22.099999999999994,2.0,7.366666666666664,-0.10164783303838354,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.2891,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618057,Construction of Shohratgarh Bypass on NH-730 under EPC mode in the State of Uttar Pradesh,Ministry of Road Transport & Highways,Roads & Highways,31.42,54.0,189.31,189.31,0.0,16.59711584174106,-37.40288415825894,2.0,4.780000000000001,31.42,31.42,0.0,,5.719921104536464,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,140,618057,189.31,latest_revised_cost_cr,False,-37.40288415825894,,,,,2.0,4.780000000000001,11.0,31.42,31.42,1.5933333333333335,10.473333333333334,-0.10061324874276589,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,2.04,0.7000000000000001,NORMAL,0.0,30.0,,6.24,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.1437,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618059,Construction of four-lane Concrete Road from Police Headquarter Gondia City to Rawanwadi Village Birsi Airport Junction from design km 0.000 to km 15.781 existing km 39/720 of NH-753 to existing Km 8/400 of NH 543 on sections from Kohmara- Goregaon- Police HeadquarterKaranja - Collector Office Square - Balaghat T Point- Rawanwadi- Rajegaon of NH-753 and NH-543 in Gondia District in the state of Maharashtra. Total Length of the project 15.781 Km.,Ministry of Road Transport & Highways,Roads & Highways,111.48,34.15,328.11,328.11,0.0,33.97641035018744,-0.1735896498125626,0.0,0.0,111.48,111.48,0.0,,100.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,117,618059,328.11,latest_revised_cost_cr,False,-0.1735896498125626,,,,,0.0,0.0,0.1499999999999985,111.48,111.48,0.0,37.16,-0.10709697073550423,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STAGNATING,60.0,0.0,False,35.71,0.7000000000000001,NORMAL,0.0,60.0,,35.79,MEDIUM,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,PROGRESS_STAGNATION,,,PROGRESS_STAGNATION,,Progress Stagnation,Monitor next reporting cycle and request a milestone update.,2026-07-01,0.4115,0,WATCH
2026-07-01,618060,Widening and Strengthening of existing paveemnt to two lane with paved shoulders from km 116.00 to km 176.355 of NH-75E in the State of Jharkhand on EPC mode.,Ministry of Road Transport & Highways,Roads & Highways,162.16,89.0,315.21,315.21,0.0,51.44506836712034,-37.55493163287967,2.0,2.0,18.81,32.620000000000005,0.0,,60.55226824457593,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,107,618060,315.21,latest_revised_cost_cr,False,-37.55493163287966,,,,,2.0,2.0,2.0,18.81,32.620000000000005,0.6666666666666666,10.873333333333337,-0.12232440685126666,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,21.63,0.7000000000000001,NORMAL,0.0,30.0,,20.67,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.1096,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618061,"Strengthening, Widening & Up-gradation of newly declared NH-761 from NH-61Junction-BelheAlkutiDevibhoyareNighojShirur, from Design chainage Km 0.000 to Km 37.970 from Single/Intermediate/2L to 2LPS in the State of Maharashtra on EPC Mode Length 37.970 Km",Ministry of Road Transport & Highways,Roads & Highways,57.23,62.5,386.16,386.16,0.0,14.82028174849803,-47.67971825150197,0.0,5.640000000000001,0.1699999999999946,26.37,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,117,618061,386.16,latest_revised_cost_cr,False,-47.67971825150197,,,,,0.0,5.640000000000001,62.5,0.1699999999999946,26.37,1.88,8.79,-0.09851464231365376,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.2655,0,LOW_PREDICTIVE_SIGNAL
2026-05-01,618062,,,,0.0,99.64,,,,,,0.0,15.64,0.0,0.0,,,0.0,UNMATCHED_MASTER_ID,FlashReport_May2026(2).pdf,92,618062,,latest_revised_cost_cr,False,,,,,,0.0,15.64,,0.0,0.0,5.213333333333334,0.0,-0.08042376404671042,False,5,2026-01-01,2026-05-01,5,False,56.4,LOW,IMPROVING,10.0,,False,0.0,0.25,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-05-01,0.0313,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618063,Widening & Strenghteningof section from Bharthana chowk to Kodarkoot km.0.00 to km.40.00 of NH-91-A on EPC mode,Ministry of Road Transport & Highways,Roads & Highways,115.38,94.0,262.37,343.77,31.024888516217548,33.563138144689766,-60.43686185531024,0.0,2.0,0.0,2.9200000000000017,45.6956781419851,,60.55226824457593,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,141,618063,343.77,latest_revised_cost_cr,False,-60.43686185531024,,,,,0.0,2.0,4.0,0.0,2.9200000000000017,0.6666666666666666,0.973333333333334,-0.07987150747805433,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,41.21,0.7000000000000001,NORMAL,0.0,30.0,,35.1,MEDIUM,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.1798,0,LOW_PREDICTIVE_SIGNAL
2026-05-01,618064,,,,201.05,90.0,,,,,,0.0,0.0,0.0,0.0,,,100.0,UNMATCHED_MASTER_ID,FlashReport_May2026(2).pdf,105,618064,,latest_revised_cost_cr,False,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.13521687935966642,False,5,2026-01-01,2026-05-01,5,False,56.4,LOW,STAGNATING,60.0,,False,100.0,0.25,NORMAL,0.0,60.0,,83.16,CRITICAL,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,PROGRESS_STAGNATION,,,PROGRESS_STAGNATION,,Progress Stagnation,Prioritise milestone-level review and identify implementation bottlenecks.,2026-05-01,0.4531,0,WATCH
2026-07-01,618065,"Rehabilitation/Upgradation of existing Highway to 2LPS/4 lane of Dhawali to Rajoli from Design Km.149476 to 163476 existing Km.150000 to 164000, Pandhasala to Mohadongri from design Km.170476 to 181476 existing Km.171000 to 182000, Ambeshivni Fata to Bodli from design Km.183476 to 185476 existing Km.184000 to 186000 and Made Tukum to Gadchiroli from design Km.188476 to 189476 existing Km.188000 to 18900 having length 28 km of NH-930 of Dhawali to Gadchroli road in the",Ministry of Road Transport & Highways,Roads & Highways,49.78,37.2,316.44,316.44,0.0,15.731260270509416,-21.468739729490583,3.1000000000000014,5.230000000000004,49.78,49.78,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,118,618065,316.44,latest_revised_cost_cr,False,-21.468739729490583,,,,,3.1000000000000014,5.230000000000004,,49.78,49.78,1.7433333333333347,16.593333333333334,-0.10221868312343246,False,6,2026-02-01,2026-07-01,6,False,85.7,HIGH,STABLE,30.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,30.0,,4.74,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.3099,0,WATCH
2026-07-01,618066,Construction of Amethi bypass Part-II at km.30.050 of NH-931 under EPC mode in the state of Uttar Pradesh,Ministry of Road Transport & Highways,Roads & Highways,38.69,48.0,283.86,283.86,0.0,13.629958430212074,-34.37004156978792,0.0,5.0,0.0,14.189999999999998,0.0,,1.3806706114398217,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,141,618066,283.86,latest_revised_cost_cr,False,-34.37004156978793,,,,,0.0,5.0,15.0,0.0,14.189999999999998,1.6666666666666667,4.73,-0.10043517317876954,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,0.49,0.7000000000000001,NORMAL,0.0,30.0,,5.1,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.2869,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618067,"Rehabilitation & Up-gradation from design Km. 0.000 to Km. 69.280 of NH-931 Pratapgarh - Amethi - Gauriganj -Musafirkhana to two lane with paved shoulder on Engineering, Procurement & Construction EpC mode in the State of Uttar Pradesh",Ministry of Road Transport & Highways,Roads & Highways,24.29,9.32,1086.3,1086.3,0.0,2.236030562459725,-7.083969437540274,0.3200000000000003,5.32,24.29,24.29,0.0,,0.0,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,141,618067,1086.3,latest_revised_cost_cr,False,-7.083969437540275,,,,,0.3200000000000003,5.32,9.32,24.29,24.29,1.7733333333333334,8.096666666666666,-0.08462419955431316,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,IMPROVING,10.0,0.0,False,0.0,0.7000000000000001,NORMAL,0.0,10.0,,1.58,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.101,0,LOW_PREDICTIVE_SIGNAL
2026-07-01,618068,"Construction of Kaithi-Padaria Kala bypass, Patna-Tamoli bypass, Jaso bypass and Nagod bypass total length 15.44 Km to 2-lane with paved shoulders flexible pavement on NH-943 in the State of Madhya Pradesh on EPC Mode.",Ministry of Road Transport & Highways,Roads & Highways,36.36,62.8,158.36,158.36,0.0,22.960343521091183,-39.839656478908815,2.799999999999997,2.799999999999997,36.36,36.36,0.0,,44.77317554240636,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,114,618068,158.36,latest_revised_cost_cr,False,-39.839656478908815,,,,,2.799999999999997,2.799999999999997,12.799999999999995,36.36,36.36,0.9333333333333323,12.12,-0.10733773751337639,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,15.99,0.7000000000000001,NORMAL,0.0,30.0,,16.52,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.4171,0,WATCH
2026-07-01,618069,Upgradation to Two-lane with paved shoulder of Hanumangarh to Kenchiyan section from Km 0.000existing chainage-Km 23.200 to Km 49.605existing chainage-Km 74.645 of NH-54 in the State of Rajasthan on EPC mode.,Ministry of Road Transport & Highways,Roads & Highways,0.0,72.0,334.64,334.64,0.0,0.0,-72.0,2.0,4.0,0.0,0.0,0.0,,21.104536489151865,EXACT_MASTER_ID,FlashReport_July_2026 (1)(1).pdf,134,618069,334.64,latest_revised_cost_cr,False,-72.0,,,,,2.0,4.0,6.0,0.0,0.0,1.3333333333333333,0.0,-0.08221838169530338,False,7,2026-01-01,2026-07-01,7,True,90.0,HIGH,STABLE,30.0,0.0,False,7.54,0.7000000000000001,NORMAL,0.0,30.0,,10.29,LOW,70% current domain + 15% trajectory + 10% anomaly + 5% predictive deterioration,LIMITED_ADVERSE_EVIDENCE,,,LIMITED_ADVERSE_EVIDENCE,,Limited Adverse Evidence,Continue routine portfolio monitoring.,2026-07-01,0.3347,0,WATCH
