canonical_project_id,project_id,observation_month,physical_progress_pct,cumulative_expenditure_cr,expenditure_ratio_pct,progress_change_1m,progress_change_3m,progress_velocity_3m,expenditure_change_1m,expenditure_change_3m,expenditure_velocity_3m,cost_escalation_pct,expenditure_progress_gap
617987,617987,2026-03-01,40.49,0.0,0.0,26.49,,,0.0,,,0.0,-40.49
617987,617987,2026-04-01,40.49,0.0,0.0,0.0,26.49,8.83,0.0,0.0,0.0,0.0,-40.49
617987,617987,2026-05-01,42.28,0.0,0.0,1.7899999999999991,28.28,9.426666666666668,0.0,0.0,0.0,0.0,-42.28
617987,617987,2026-06-01,46.45,0.0,0.0,4.170000000000002,5.960000000000001,1.986666666666667,0.0,0.0,0.0,0.0,-46.45
617987,617987,2026-07-01,49.71,0.0,0.0,3.259999999999998,9.22,3.073333333333333,0.0,0.0,0.0,0.0,-49.71
617988,617988,2026-01-01,3.0,0.0,0.0,,,,,,,-17.010448741899324,-3.0
617988,617988,2026-02-01,3.0,0.0,0.0,0.0,,,0.0,,,-17.010448741899324,-3.0
617988,617988,2026-03-01,16.4,0.0,0.0,13.4,,,0.0,,,-17.010448741899324,-16.4
617988,617988,2026-04-01,20.94,0.0,0.0,4.540000000000003,17.94,5.98,0.0,0.0,0.0,-17.010448741899324,-20.94
617988,617988,2026-05-01,23.38,0.0,0.0,2.4399999999999977,20.38,6.793333333333333,0.0,0.0,0.0,-17.010448741899324,-23.38
617988,617988,2026-06-01,35.6,0.0,0.0,12.220000000000002,19.200000000000003,6.400000000000001,0.0,0.0,0.0,-17.010448741899324,-35.6
617988,617988,2026-07-01,41.98,0.0,0.0,6.379999999999996,21.04,7.013333333333332,0.0,0.0,0.0,-17.010448741899324,-41.98
617989,617989,2026-01-01,68.0,92.25,49.17115292361814,,,,,,,19.25375031782356,-18.828847076381862
617989,617989,2026-02-01,68.0,103.33,55.0770214807313,0.0,,,11.079999999999998,,,19.25375031782356,-12.922978519268696
617989,617989,2026-03-01,68.0,103.33,55.0770214807313,0.0,,,0.0,,,19.25375031782356,-12.922978519268696
617989,617989,2026-04-01,68.0,103.33,55.0770214807313,0.0,0.0,0.0,0.0,11.079999999999998,3.693333333333333,19.25375031782356,-12.922978519268696
617989,617989,2026-05-01,69.0,103.33,55.0770214807313,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,19.25375031782356,-13.922978519268696
617989,617989,2026-06-01,69.0,103.33,55.0770214807313,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,19.25375031782356,-13.922978519268696
617989,617989,2026-07-01,69.0,103.33,55.0770214807313,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,19.25375031782356,-13.922978519268696
617990,617990,2026-01-01,95.0,78.49,,,,,,,,,
617990,617990,2026-02-01,95.0,78.49,,0.0,,,0.0,,,,
617990,617990,2026-03-01,95.94,78.49,,0.9399999999999976,,,0.0,,,,
617990,617990,2026-04-01,95.94,78.49,,0.0,0.9399999999999976,0.3133333333333326,0.0,0.0,0.0,,
617990,617990,2026-05-01,95.94,78.49,,0.0,0.9399999999999976,0.3133333333333326,0.0,0.0,0.0,,
617991,617991,2026-01-01,92.0,36.42,12.552128209546789,,,,,,,0.0,-79.4478717904532
617991,617991,2026-02-01,92.0,36.42,12.552128209546789,0.0,,,0.0,,,0.0,-79.4478717904532
617991,617991,2026-03-01,91.9,140.23,48.330174047906254,-0.0999999999999943,,,103.81,,,0.0,-43.56982595209375
617991,617991,2026-04-01,91.9,140.23,48.330174047906254,0.0,-0.0999999999999943,-0.0333333333333314,0.0,103.81,34.60333333333333,0.0,-43.56982595209375
617991,617991,2026-05-01,91.9,140.23,48.330174047906254,0.0,-0.0999999999999943,-0.0333333333333314,0.0,103.81,34.60333333333333,0.0,-43.56982595209375
617991,617991,2026-06-01,91.9,141.83,48.881612958814415,0.0,0.0,0.0,1.6000000000000227,1.6000000000000227,0.5333333333333409,0.0,-43.01838704118559
617991,617991,2026-07-01,91.9,141.83,48.881612958814415,0.0,0.0,0.0,0.0,1.6000000000000227,0.5333333333333409,0.0,-43.01838704118559
617992,617992,2026-01-01,98.0,43.78,,,,,,,,,
617992,617992,2026-02-01,98.0,43.78,,0.0,,,0.0,,,,
617992,617992,2026-03-01,98.14,148.48,,0.1400000000000005,,,104.7,,,,
617992,617992,2026-04-01,98.14,148.48,,0.0,0.1400000000000005,0.0466666666666668,0.0,104.7,34.9,,
617992,617992,2026-05-01,98.14,148.48,,0.0,0.1400000000000005,0.0466666666666668,0.0,104.7,34.9,,
617993,617993,2026-02-01,97.0,0.0,,,,,,,,,
617993,617993,2026-03-01,97.74,0.0,,0.7399999999999949,,,0.0,,,,
617993,617993,2026-04-01,97.74,0.0,,0.0,,,0.0,,,,
617993,617993,2026-05-01,97.74,0.0,,0.0,0.7399999999999949,0.2466666666666649,0.0,0.0,0.0,,
617994,617994,2026-01-01,88.0,3.16,1.2266604557276504,,,,,,,-12.41627851630231,-86.77333954427235
617994,617994,2026-03-01,88.22,239.25,92.87294747874694,0.2199999999999988,,,236.09,,,-12.41627851630231,4.652947478746938
617994,617994,2026-04-01,88.22,239.25,92.87294747874694,0.0,,,0.0,,,-12.41627851630231,4.652947478746938
617994,617994,2026-05-01,88.22,239.25,92.87294747874694,0.0,0.2199999999999988,0.0733333333333329,0.0,236.09,78.69666666666667,-12.41627851630231,4.652947478746938
617994,617994,2026-06-01,88.22,244.16,94.77892938938706,0.0,0.0,0.0,4.909999999999997,4.909999999999997,1.6366666666666656,-12.41627851630231,6.55892938938706
617994,617994,2026-07-01,88.22,249.23,96.7470206901906,0.0,0.0,0.0,5.069999999999993,9.97999999999999,3.326666666666663,-12.41627851630231,8.527020690190596
617995,617995,2026-01-01,99.0,2.08,0.6933333333333334,,,,,,,0.0,-98.30666666666669
617995,617995,2026-02-01,99.0,0.0,0.0,0.0,,,-2.08,,,0.0,-99.0
617995,617995,2026-03-01,99.2,175.1,58.36666666666667,0.2000000000000028,,,175.1,,,0.0,-40.833333333333336
617995,617995,2026-04-01,99.2,175.1,58.36666666666667,0.0,0.2000000000000028,0.0666666666666676,0.0,173.01999999999998,57.673333333333325,0.0,-40.833333333333336
617995,617995,2026-05-01,99.2,175.1,58.36666666666667,0.0,0.2000000000000028,0.0666666666666676,0.0,175.1,58.36666666666667,0.0,-40.833333333333336
617995,617995,2026-06-01,99.2,175.12,58.373333333333335,0.0,0.0,0.0,0.0200000000000102,0.0200000000000102,0.00666666666667,0.0,-40.82666666666667
617995,617995,2026-07-01,99.2,175.12,58.373333333333335,0.0,0.0,0.0,0.0,0.0200000000000102,0.00666666666667,0.0,-40.82666666666667
617996,617996,2026-01-01,95.0,228.09,,,,,,,,,
617996,617996,2026-02-01,95.0,228.09,,0.0,,,0.0,,,,
617996,617996,2026-03-01,95.6,234.7,,0.5999999999999943,,,6.609999999999985,,,,
617996,617996,2026-04-01,95.6,234.7,,0.0,0.5999999999999943,0.1999999999999981,0.0,6.609999999999985,2.2033333333333283,,
617996,617996,2026-05-01,95.6,234.7,,0.0,0.5999999999999943,0.1999999999999981,0.0,6.609999999999985,2.2033333333333283,,
617997,617997,2026-05-01,6.0,0.28,0.0519760167808282,,,,,,,0.0,-5.948023983219172
617997,617997,2026-06-01,6.0,14.63,2.7157468767982773,0.0,,,14.35,,,0.0,-3.2842531232017227
617997,617997,2026-07-01,6.0,20.63,3.829518664958883,0.0,,,5.999999999999998,,,0.0,-2.170481335041117
617998,617998,2026-01-01,75.0,94.59,53.15836798920985,,,,,,,0.0,-21.84163201079015
617998,617998,2026-02-01,75.0,94.59,53.15836798920985,0.0,,,0.0,,,0.0,-21.84163201079015
617998,617998,2026-03-01,75.0,106.78,60.00899179498708,0.0,,,12.189999999999998,,,0.0,-14.991008205012925
617998,617998,2026-04-01,75.0,108.93,61.2172642463752,0.0,0.0,0.0,2.1500000000000057,14.340000000000003,4.780000000000001,0.0,-13.782735753624806
617998,617998,2026-05-01,83.0,111.41,62.610992469371695,8.0,8.0,2.6666666666666665,2.4799999999999898,16.819999999999993,5.606666666666665,0.0,-20.389007530628305
617998,617998,2026-06-01,83.0,115.6,64.96571878161178,0.0,8.0,2.6666666666666665,4.189999999999998,8.819999999999993,2.9399999999999977,0.0,-18.034281218388216
617998,617998,2026-07-01,83.0,115.6,64.96571878161178,0.0,8.0,2.6666666666666665,0.0,6.669999999999988,2.223333333333329,0.0,-18.034281218388216
617999,617999,2026-02-01,25.0,69.58,14.753403163563886,,,,,,,0.0,-10.246596836436114
617999,617999,2026-03-01,64.33,80.08,16.979771850218395,39.33,,,10.5,,,0.0,-47.3502281497816
617999,617999,2026-04-01,64.33,80.08,16.979771850218395,0.0,,,0.0,,,0.0,-47.3502281497816
617999,617999,2026-05-01,64.33,80.08,16.979771850218395,0.0,39.33,13.11,0.0,10.5,3.5,0.0,-47.3502281497816
617999,617999,2026-06-01,69.54,91.74,19.45210126796997,5.210000000000008,5.210000000000008,1.7366666666666692,11.659999999999997,11.659999999999997,3.8866666666666654,0.0,-50.087898732030034
617999,617999,2026-07-01,69.54,91.74,19.45210126796997,0.0,5.210000000000008,1.7366666666666692,0.0,11.659999999999997,3.8866666666666654,0.0,-50.087898732030034
618000,618000,2026-01-01,92.0,60.21,40.85080398941584,,,,,,,-13.473053892215578,-51.14919601058416
618000,618000,2026-02-01,92.0,74.5,50.54617002510348,0.0,,,14.29,,,-13.473053892215578,-41.45382997489652
618000,618000,2026-03-01,92.65,106.85,72.49474184137324,0.6500000000000057,,,32.349999999999994,,,-13.473053892215578,-20.155258158626765
618000,618000,2026-04-01,92.65,106.88,72.51509600379946,0.0,0.6500000000000057,0.2166666666666685,0.0300000000000011,46.67,15.556666666666665,-13.473053892215578,-20.13490399620055
618000,618000,2026-05-01,92.65,106.88,72.51509600379946,0.0,0.6500000000000057,0.2166666666666685,0.0,32.379999999999995,10.793333333333331,-13.473053892215578,-20.13490399620055
618000,618000,2026-06-01,100.0,106.96,72.56937377026935,7.349999999999994,7.349999999999994,2.449999999999998,0.0799999999999983,0.1099999999999994,0.0366666666666664,-13.473053892215578,-27.43062622973065
618000,618000,2026-07-01,100.0,111.33,75.53429676368818,0.0,7.349999999999994,2.449999999999998,4.3700000000000045,4.450000000000003,1.4833333333333345,-13.473053892215578,-24.465703236311825
618001,618001,2026-01-01,92.0,154.05,57.93967203249587,,,,,,,22.79129912714173,-34.06032796750413
618001,618001,2026-02-01,92.0,152.77,57.45825184293667,0.0,,,-1.2800000000000011,,,22.79129912714173,-34.54174815706333
618001,618001,2026-03-01,92.1,154.05,57.93967203249587,0.0999999999999943,,,1.2800000000000011,,,22.79129912714173,-34.160327967504124
618001,618001,2026-04-01,92.1,154.05,57.93967203249587,0.0,0.0999999999999943,0.0333333333333314,0.0,0.0,0.0,22.79129912714173,-34.160327967504124
618001,618001,2026-05-01,92.1,156.4,58.82352941176471,0.0,0.0999999999999943,0.0333333333333314,2.3499999999999943,3.629999999999996,1.2099999999999984,22.79129912714173,-33.276470588235284
618001,618001,2026-06-01,92.1,172.02,64.69836016247932,0.0,0.0,0.0,15.620000000000005,17.97,5.989999999999999,22.79129912714173,-27.40163983752068
618001,618001,2026-07-01,92.1,172.17,64.75477659094328,0.0,0.0,0.0,0.1499999999999772,18.119999999999976,6.039999999999992,22.79129912714173,-27.345223409056715
618002,618002,2026-01-01,0.0,99.65,,,,,,,,,
618002,618002,2026-02-01,0.0,99.65,,0.0,,,0.0,,,,
618002,618002,2026-03-01,0.0,99.65,,0.0,,,0.0,,,,
618002,618002,2026-04-01,0.0,99.65,,0.0,0.0,0.0,0.0,0.0,0.0,,
618002,618002,2026-05-01,0.0,99.65,,0.0,0.0,0.0,0.0,0.0,0.0,,
618003,618003,2026-01-01,45.0,22.32,14.44753705741472,,,,,,,0.0,-30.55246294258528
618003,618003,2026-02-01,45.0,22.32,14.44753705741472,0.0,,,0.0,,,0.0,-30.55246294258528
618003,618003,2026-03-01,72.0,22.32,14.44753705741472,27.0,,,0.0,,,0.0,-57.55246294258528
618003,618003,2026-04-01,72.0,22.32,14.44753705741472,0.0,27.0,9.0,0.0,0.0,0.0,0.0,-57.55246294258528
618003,618003,2026-05-01,72.0,22.32,14.44753705741472,0.0,27.0,9.0,0.0,0.0,0.0,0.0,-57.55246294258528
618003,618003,2026-06-01,90.0,25.17,16.292316654799663,18.0,18.0,6.0,2.8500000000000014,2.8500000000000014,0.9500000000000004,0.0,-73.70768334520034
618003,618003,2026-07-01,90.0,25.17,16.292316654799663,0.0,18.0,6.0,0.0,2.8500000000000014,0.9500000000000004,0.0,-73.70768334520034
618004,618004,2026-01-01,0.0,0.0,0.0,,,,,,,0.0,0.0
618004,618004,2026-02-01,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0
618004,618004,2026-03-01,0.05,0.0,0.0,0.05,,,0.0,,,0.0,-0.05
618004,618004,2026-04-01,0.05,0.0,0.0,0.0,0.05,0.0166666666666666,0.0,0.0,0.0,0.0,-0.05
618004,618004,2026-05-01,0.05,0.0,0.0,0.0,0.05,0.0166666666666666,0.0,0.0,0.0,0.0,-0.05
618004,618004,2026-06-01,2.0,2.37,1.317691537862782,1.95,1.95,0.65,2.37,2.37,0.79,0.0,-0.682308462137218
618004,618004,2026-07-01,2.0,2.37,1.317691537862782,0.0,1.95,0.65,0.0,2.37,0.79,0.0,-0.682308462137218
618005,618005,2026-01-01,98.0,0.0,,,,,,,,,
618005,618005,2026-02-01,98.0,0.0,,0.0,,,0.0,,,,
618005,618005,2026-03-01,98.65,0.0,,0.6500000000000057,,,0.0,,,,
618005,618005,2026-04-01,98.65,0.0,,0.0,0.6500000000000057,0.2166666666666685,0.0,0.0,0.0,,
618005,618005,2026-05-01,98.65,0.0,,0.0,0.6500000000000057,0.2166666666666685,0.0,0.0,0.0,,
618005,618005,2026-06-01,98.65,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
618006,618006,2026-01-01,98.0,0.0,,,,,,,,,
618006,618006,2026-02-01,98.0,0.0,,0.0,,,0.0,,,,
618006,618006,2026-03-01,98.78,0.0,,0.7800000000000011,,,0.0,,,,
618006,618006,2026-04-01,98.78,0.0,,0.0,0.7800000000000011,0.2600000000000004,0.0,0.0,0.0,,
618006,618006,2026-05-01,98.78,0.0,,0.0,0.7800000000000011,0.2600000000000004,0.0,0.0,0.0,,
618007,618007,2026-01-01,99.0,0.0,,,,,,,,,
618007,618007,2026-02-01,99.0,0.0,,0.0,,,0.0,,,,
618007,618007,2026-03-01,99.0,0.0,,0.0,,,0.0,,,,
618007,618007,2026-04-01,99.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
618007,618007,2026-05-01,99.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
618008,618008,2026-01-01,100.0,158.8,,,,,,,,,
618008,618008,2026-02-01,100.0,158.8,,0.0,,,0.0,,,,
618008,618008,2026-03-01,100.0,175.09,,0.0,,,16.289999999999992,,,,
618008,618008,2026-04-01,100.0,175.09,,0.0,0.0,0.0,0.0,16.289999999999992,5.429999999999997,,
618008,618008,2026-05-01,100.0,175.09,,0.0,0.0,0.0,0.0,16.289999999999992,5.429999999999997,,
618009,618009,2026-01-01,94.0,0.0,0.0,,,,,,,8.701087635954504,-94.0
618009,618009,2026-02-01,94.0,0.0,0.0,0.0,,,0.0,,,8.701087635954504,-94.0
618009,618009,2026-03-01,95.0,0.0,0.0,1.0,,,0.0,,,8.701087635954504,-95.0
618009,618009,2026-04-01,95.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,8.701087635954504,-95.0
618009,618009,2026-05-01,95.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,8.701087635954504,-95.0
618009,618009,2026-06-01,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.701087635954504,-95.0
618009,618009,2026-07-01,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.701087635954504,-95.0
618010,618010,2026-02-01,30.0,0.0,0.0,,,,,,,0.0,-30.0
618010,618010,2026-03-01,45.0,0.0,0.0,15.0,,,0.0,,,0.0,-45.0
618010,618010,2026-04-01,45.0,0.0,0.0,0.0,,,0.0,,,0.0,-45.0
618010,618010,2026-05-01,45.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,-45.0
618010,618010,2026-06-01,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0
618010,618010,2026-07-01,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0
618011,618011,2026-01-01,83.0,66.63,16.194341823838226,,,,,,,0.0,-66.80565817616177
618011,618011,2026-02-01,85.0,66.63,16.194341823838226,2.0,,,0.0,,,0.0,-68.80565817616177
618011,618011,2026-03-01,87.6,66.63,16.194341823838226,2.5999999999999943,,,0.0,,,0.0,-71.40565817616177
618011,618011,2026-04-01,87.6,66.63,16.194341823838226,0.0,4.599999999999994,1.5333333333333314,0.0,0.0,0.0,0.0,-71.40565817616177
618011,618011,2026-05-01,91.04,66.63,16.194341823838226,3.440000000000012,6.040000000000006,2.0133333333333354,0.0,0.0,0.0,0.0,-74.84565817616178
618011,618011,2026-06-01,91.36,85.69,20.826852031888,0.3199999999999932,3.760000000000005,1.253333333333335,19.06,19.06,6.353333333333334,0.0,-70.53314796811199
618011,618011,2026-07-01,92.77,85.69,20.826852031888,1.4099999999999966,5.170000000000002,1.7233333333333338,0.0,19.06,6.353333333333334,0.0,-71.94314796811199
618012,618012,2026-01-01,60.0,42.7,22.892987347201373,,,,,,,0.0,-37.10701265279863
618012,618012,2026-02-01,60.0,42.83,22.9626849667596,0.0,,,0.1299999999999954,,,0.0,-37.0373150332404
618012,618012,2026-03-01,60.0,42.83,22.9626849667596,0.0,,,0.0,,,0.0,-37.0373150332404
618012,618012,2026-04-01,60.0,42.83,22.9626849667596,0.0,0.0,0.0,0.0,0.1299999999999954,0.0433333333333318,0.0,-37.0373150332404
618012,618012,2026-05-01,60.0,42.93,23.01629852026592,0.0,0.0,0.0,0.1000000000000014,0.1000000000000014,0.0333333333333338,0.0,-36.98370147973408
618012,618012,2026-06-01,60.0,46.39,24.871327471584813,0.0,0.0,0.0,3.460000000000001,3.5600000000000023,1.1866666666666674,0.0,-35.12867252841519
618012,618012,2026-07-01,60.0,46.39,24.871327471584813,0.0,0.0,0.0,0.0,3.5600000000000023,1.1866666666666674,0.0,-35.12867252841519
618013,618013,2026-02-01,79.0,347.55,38.22633332966706,,,,,,,-31.048316762602468,-40.773666670332936
618013,618013,2026-03-01,79.5,341.52,37.56310562148725,0.5,,,-6.03000000000003,,,-31.048316762602468,-41.93689437851275
618013,618013,2026-04-01,79.5,341.52,37.56310562148725,0.0,,,0.0,,,-31.048316762602468,-41.93689437851275
618013,618013,2026-05-01,79.5,341.52,37.56310562148725,0.0,0.5,0.1666666666666666,0.0,-6.03000000000003,-2.01000000000001,-31.048316762602468,-41.93689437851275
618013,618013,2026-06-01,90.19,464.06,51.04103652701856,10.689999999999998,10.689999999999998,3.563333333333333,122.54000000000002,122.54000000000002,40.84666666666667,-31.048316762602468,-39.14896347298144
618013,618013,2026-07-01,90.19,464.06,51.04103652701856,0.0,10.689999999999998,3.563333333333333,0.0,122.54000000000002,40.84666666666667,-31.048316762602468,-39.14896347298144
618014,618014,2026-02-01,7.0,5.99,3.009294147199196,,,,,,,0.0,-3.990705852800804
618014,618014,2026-03-01,28.87,15.65,7.862346144184879,21.87,,,9.66,,,0.0,-21.00765385581512
618014,618014,2026-04-01,31.0,28.95,14.544084400904294,2.129999999999999,,,13.3,,,0.0,-16.455915599095704
618014,618014,2026-05-01,32.87,28.95,14.544084400904294,1.8699999999999972,25.87,8.623333333333333,0.0,22.96,7.653333333333333,0.0,-18.3259155990957
618014,618014,2026-06-01,33.58,52.96,26.606380306455662,0.7100000000000009,4.709999999999997,1.5699999999999992,24.01,37.31,12.436666666666667,0.0,-6.973619693544336
618014,618014,2026-07-01,38.56,53.0,26.62647575985933,4.980000000000004,7.560000000000002,2.520000000000001,0.0399999999999991,24.05,8.016666666666667,0.0,-11.93352424014067
618015,618015,2026-02-01,37.0,43.96,19.202376272222956,,,,,,,1.5615988642917396,-17.797623727777047
618015,618015,2026-03-01,45.0,62.63,27.35770759620845,8.0,,,18.67,,,1.5615988642917396,-17.642292403791554
618015,618015,2026-04-01,55.0,63.38,27.68531865635784,10.0,,,0.75,,,1.5615988642917396,-27.314681343642164
618015,618015,2026-05-01,57.0,70.96,30.99637443760101,2.0,20.0,6.666666666666667,7.579999999999991,26.999999999999996,8.999999999999998,1.5615988642917396,-26.00362556239899
618015,618015,2026-06-01,60.0,77.46,33.83567029222906,3.0,15.0,5.0,6.5,14.829999999999991,4.943333333333331,1.5615988642917396,-26.16432970777094
618015,618015,2026-07-01,60.0,83.75,36.58323505001529,0.0,5.0,1.6666666666666667,6.290000000000006,20.37,6.789999999999999,1.5615988642917396,-23.41676494998471
618016,618016,2026-02-01,2.0,7.69,1.934883252818036,,,,,,,0.0,-0.0651167471819642
618016,618016,2026-03-01,10.22,18.97,4.773047504025764,8.22,,,11.279999999999998,,,0.0,-5.446952495974236
618016,618016,2026-04-01,10.22,18.97,4.773047504025764,0.0,,,0.0,,,0.0,-5.446952495974236
618016,618016,2026-05-01,17.25,24.33,6.121678743961352,7.029999999999999,15.25,5.083333333333333,5.359999999999999,16.639999999999997,5.546666666666666,0.0,-11.128321256038648
618016,618016,2026-06-01,26.26,56.95,14.32920692431562,9.010000000000002,16.04,5.346666666666667,32.620000000000005,37.98,12.660000000000002,0.0,-11.93079307568438
618016,618016,2026-07-01,28.07,76.67,19.290962157809982,1.8099999999999987,17.85,5.95,19.72,57.7,19.23333333333333,0.0,-8.779037842190014
618017,618017,2026-02-01,42.0,65.63,22.947552447552447,,,,,,,0.0,-19.052447552447557
618017,618017,2026-03-01,50.0,73.61,25.73776223776224,8.0,,,7.980000000000004,,,0.0,-24.262237762237763
618017,618017,2026-04-01,60.0,78.67,27.506993006993007,10.0,,,5.060000000000002,,,0.0,-32.49300699300699
618017,618017,2026-05-01,60.0,78.7,27.51748251748252,0.0,18.0,6.0,0.0300000000000011,13.070000000000007,4.356666666666669,0.0,-32.48251748251748
618017,618017,2026-06-01,60.0,87.54,30.60839160839161,0.0,10.0,3.333333333333333,8.840000000000003,13.930000000000009,4.643333333333335,0.0,-29.39160839160839
618017,618017,2026-07-01,60.0,92.75,32.43006993006993,0.0,0.0,0.0,5.209999999999994,14.079999999999998,4.6933333333333325,0.0,-27.569930069930063
618018,618018,2026-02-01,10.0,11.47,3.26603832683163,,,,,,,0.0,-6.73396167316837
618018,618018,2026-03-01,10.0,11.48,3.2688857883197127,0.0,,,0.0099999999999997,,,0.0,-6.731114211680287
618018,618018,2026-04-01,10.0,11.48,3.2688857883197127,0.0,,,0.0,,,0.0,-6.731114211680287
618018,618018,2026-05-01,11.0,11.48,3.2688857883197127,1.0,1.0,0.3333333333333333,0.0,0.0099999999999997,0.0033333333333332,0.0,-7.731114211680287
618018,618018,2026-06-01,11.0,11.63,3.311597710640964,0.0,1.0,0.3333333333333333,0.1500000000000003,0.1500000000000003,0.0500000000000001,0.0,-7.688402289359036
618018,618018,2026-07-01,11.0,11.63,3.311597710640964,0.0,1.0,0.3333333333333333,0.0,0.1500000000000003,0.0500000000000001,0.0,-7.688402289359036
618019,618019,2026-01-01,88.0,0.0,0.0,,,,,,,0.0,-88.0
618019,618019,2026-02-01,88.0,0.0,0.0,0.0,,,0.0,,,0.0,-88.0
618019,618019,2026-03-01,88.0,0.0,0.0,0.0,,,0.0,,,0.0,-88.0
618019,618019,2026-04-01,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0
618019,618019,2026-05-01,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88.0
618019,618019,2026-06-01,89.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,-89.0
618019,618019,2026-07-01,91.0,200.67,54.94646915473289,2.0,3.0,1.0,200.67,200.67,66.89,0.0,-36.05353084526711
618020,618020,2026-01-01,63.0,160.38,41.496545835597296,,,,,,,0.0,-21.503454164402704
618020,618020,2026-02-01,64.0,160.38,41.496545835597296,1.0,,,0.0,,,0.0,-22.503454164402704
618020,618020,2026-03-01,64.71,164.43,42.544438407203295,0.7099999999999937,,,4.050000000000011,,,0.0,-22.1655615927967
618020,618020,2026-04-01,64.71,164.43,42.544438407203295,0.0,1.7099999999999935,0.569999999999998,0.0,4.050000000000011,1.350000000000004,0.0,-22.1655615927967
618020,618020,2026-05-01,64.71,164.43,42.544438407203295,0.0,0.7099999999999937,0.2366666666666645,0.0,4.050000000000011,1.350000000000004,0.0,-22.1655615927967
618020,618020,2026-06-01,67.57,164.41,42.5392636290719,2.8599999999999994,2.8599999999999994,0.9533333333333333,-0.0200000000000102,-0.0200000000000102,-0.00666666666667,0.0,-25.030736370928096
618020,618020,2026-07-01,67.57,164.84,42.65052135889674,0.0,2.8599999999999994,0.9533333333333333,0.4300000000000068,0.4099999999999966,0.1366666666666655,0.0,-24.91947864110325
618021,618021,2026-01-01,0.0,0.0,0.0,,,,,,,0.0,0.0
618021,618021,2026-02-01,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0
618021,618021,2026-03-01,19.31,0.0,0.0,19.31,,,0.0,,,0.0,-19.31
618021,618021,2026-04-01,19.31,0.0,0.0,0.0,19.31,6.4366666666666665,0.0,0.0,0.0,0.0,-19.31
618021,618021,2026-05-01,29.74,0.0,0.0,10.43,29.74,9.913333333333332,0.0,0.0,0.0,0.0,-29.74
618021,618021,2026-06-01,31.29,0.0,0.0,1.5500000000000007,11.98,3.9933333333333336,0.0,0.0,0.0,0.0,-31.29
618021,618021,2026-07-01,36.85,0.0,0.0,5.560000000000002,17.540000000000003,5.846666666666668,0.0,0.0,0.0,0.0,-36.85
618022,618022,2026-01-01,50.0,17.42,7.951433266386708,,,,,,,26.59193343349128,-42.04856673361329
618022,618022,2026-02-01,60.0,22.53,10.283914551761914,10.0,,,5.109999999999999,,,26.59193343349128,-49.71608544823809
618022,618022,2026-03-01,62.0,22.53,10.283914551761914,2.0,,,0.0,,,26.59193343349128,-51.71608544823809
618022,618022,2026-04-01,67.0,22.53,10.283914551761914,5.0,17.0,5.666666666666667,0.0,5.109999999999999,1.7033333333333331,26.59193343349128,-56.71608544823809
618022,618022,2026-05-01,67.0,22.53,10.283914551761914,0.0,7.0,2.333333333333333,0.0,0.0,0.0,26.59193343349128,-56.71608544823809
618022,618022,2026-06-01,74.0,22.63,10.329559978090192,7.0,12.0,4.0,0.0999999999999978,0.0999999999999978,0.0333333333333326,26.59193343349128,-63.670440021909805
618022,618022,2026-07-01,77.0,22.63,10.329559978090192,3.0,10.0,3.333333333333333,0.0,0.0999999999999978,0.0333333333333326,26.59193343349128,-66.67044002190981
618023,618023,2026-01-01,96.0,0.0,,,,,,,,,
618023,618023,2026-02-01,96.0,0.0,,0.0,,,0.0,,,,
618023,618023,2026-03-01,98.0,0.0,,2.0,,,0.0,,,,
618023,618023,2026-04-01,100.0,0.0,,2.0,4.0,1.3333333333333333,0.0,0.0,0.0,,
618023,618023,2026-05-01,100.0,0.0,,0.0,4.0,1.3333333333333333,0.0,0.0,0.0,,
618023,618023,2026-06-01,100.0,0.0,,0.0,2.0,0.6666666666666666,0.0,0.0,0.0,,
618024,618024,2026-01-01,72.0,0.0,0.0,,,,,,,0.0,-72.0
618024,618024,2026-02-01,72.0,0.0,0.0,0.0,,,0.0,,,0.0,-72.0
618024,618024,2026-03-01,83.0,0.0,0.0,11.0,,,0.0,,,0.0,-83.0
