canonical_project_id,project_id,base_risk_score,anomaly_score,trajectory_risk_score,data_confidence_score,final_risk_score,risk_category,future_deterioration_probability,predicted_future_deterioration,risk_explanation,predictive_risk_band
617379,617379,100.0,-0.13539660331560932,60.0,60.7,83.16,CRITICAL,0.5136,1,Progress Stagnation,ELEVATED
617390,617390,60.55,-0.0827453512043067,30.0,60.7,49.35,MEDIUM,0.2422,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617391,617391,0.0,-0.07887543797072927,10.0,90.0,1.58,LOW,0.0693,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617403,617403,0.49,-0.10200937008219818,30.0,90.0,5.1,LOW,0.0771,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617404,617404,34.77,-0.06436157569916329,30.0,90.0,30.36,LOW,0.171,0,High Expenditure Progress Gap,LOW_PREDICTIVE_SIGNAL
617405,617405,0.0,-0.0983204021194451,10.0,90.0,1.58,LOW,0.117,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617406,617406,100.0,-0.08796992716114449,60.0,60.7,83.16,CRITICAL,0.4835,0,Progress Stagnation,WATCH
617408,617408,80.28,-0.09810519674699414,30.0,60.7,63.89,HIGH,0.4983,0,Limited Adverse Evidence,WATCH
617409,617409,30.49,-0.11502043055562872,30.0,90.0,27.2,LOW,0.1202,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617412,617412,2.25,0.051214016665941275,30.0,90.0,16.92,LOW,0.6313,1,Anomalous Project Pattern,ELEVATED
617416,617416,0.0,-0.07627612965017905,10.0,90.0,1.58,LOW,0.0338,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617422,617422,35.01,-0.02755512782184255,60.0,90.0,35.27,MEDIUM,0.6587,1,Progress Stagnation,ELEVATED
617727,617727,0.0,-0.08063471520136822,10.0,77.1,1.58,LOW,0.5723,1,Limited Adverse Evidence,ELEVATED
617729,617729,18.88,-0.08521066993219328,30.0,77.1,18.65,LOW,0.4301,0,Limited Adverse Evidence,WATCH
617730,617730,0.48,-0.043016266448156704,10.0,90.0,1.93,LOW,0.1185,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617764,617764,35.71,-0.10474783826926254,60.0,77.1,35.79,MEDIUM,0.6905,1,Progress Stagnation,ELEVATED
617801,617801,0.0,-0.07880719927867075,10.0,90.0,1.58,LOW,0.2267,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617802,617802,19.51,-0.08567987162157814,30.0,90.0,19.11,LOW,0.3986,0,Limited Adverse Evidence,WATCH
617803,617803,36.47,-0.08814533890786946,60.0,90.0,36.35,MEDIUM,0.4529,0,Progress Stagnation,WATCH
617804,617804,0.0,-0.004292248657259301,10.0,90.0,1.58,LOW,0.0545,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617806,617806,0.0,-0.015262287678701969,10.0,90.0,1.58,LOW,0.0591,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617807,617807,4.86,-0.07633888272587619,30.0,90.0,8.32,LOW,0.0597,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617808,617808,32.95,-0.08774427288293307,60.0,90.0,33.75,MEDIUM,0.1592,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617818,617818,35.71,-0.08817172991434746,85.0,90.0,39.73,MEDIUM,0.3867,0,Progress Deterioration,WATCH
617819,617819,35.71,-0.08976137908860032,60.0,90.0,35.79,MEDIUM,0.2881,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617822,617822,4.72,-0.10562390069822458,30.0,90.0,8.21,LOW,0.6788,1,Limited Adverse Evidence,ELEVATED
617827,617827,0.49,0.01971290840623341,30.0,90.0,15.62,LOW,0.271,0,Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
617828,617828,0.0,-0.08195481677281674,10.0,90.0,1.58,LOW,0.3975,0,Limited Adverse Evidence,WATCH
617829,617829,21.63,-0.10330293547265551,30.0,90.0,20.67,LOW,0.6019,1,Limited Adverse Evidence,ELEVATED
617830,617830,0.0,-0.10296996111608736,10.0,90.0,1.58,LOW,0.1524,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617832,617832,35.71,-0.0865157282513826,60.0,90.0,35.79,MEDIUM,0.0384,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617836,617836,0.07,-0.09382273574692418,10.0,90.0,1.63,LOW,0.5325,1,Limited Adverse Evidence,ELEVATED
617837,617837,27.97,-0.12913553555933877,30.0,90.0,25.35,LOW,0.1229,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617838,617838,0.0,-0.09281602856800442,10.0,90.0,1.58,LOW,0.3433,0,Limited Adverse Evidence,WATCH
617839,617839,21.63,-0.1195006477031606,30.0,90.0,20.67,LOW,0.3216,0,Limited Adverse Evidence,WATCH
617877,617877,35.71,-0.08485787535332157,60.0,90.0,35.79,MEDIUM,0.0591,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617878,617878,35.71,-0.08439053395265667,60.0,90.0,35.79,MEDIUM,0.1493,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617880,617880,100.0,-0.08000893837173584,30.0,32.9,78.42,REVIEW_DATA,0.0508,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
617882,617882,0.0,0.012112162404307236,10.0,90.0,12.11,LOW,0.3846,0,Anomalous Project Pattern,WATCH
617883,617883,35.71,-0.061518002173630015,85.0,90.0,39.73,MEDIUM,0.552,1,Progress Deterioration,ELEVATED
617885,617885,32.05,-0.11352103553193427,60.0,90.0,33.09,MEDIUM,0.0325,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617886,617886,35.71,-0.09123382332596308,60.0,90.0,35.79,MEDIUM,0.4737,0,Progress Stagnation,WATCH
617887,617887,80.28,-0.13049571252206366,30.0,60.7,63.89,HIGH,0.3899,0,Limited Adverse Evidence,WATCH
617888,617888,35.71,-0.04886487768957859,60.0,85.7,35.79,MEDIUM,0.4605,0,Progress Stagnation,WATCH
617889,617889,25.15,-0.048842035600608236,30.0,85.7,23.27,LOW,0.2891,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617890,617890,11.06,-0.08761135569939427,30.0,90.0,12.89,LOW,0.4452,0,Limited Adverse Evidence,WATCH
617891,617891,100.0,-0.13135685269033343,60.0,56.4,83.16,CRITICAL,0.1316,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617892,617892,35.71,-0.1234563039950749,60.0,90.0,35.79,MEDIUM,0.206,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617893,617893,35.71,-0.0865157282513826,60.0,90.0,35.79,MEDIUM,0.0417,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617894,617894,20.43,-0.12844654804376848,30.0,85.7,19.79,LOW,0.3199,0,Limited Adverse Evidence,WATCH
617895,617895,0.0,-0.11487813990021206,10.0,90.0,1.58,LOW,0.1862,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617896,617896,0.0,-0.04836275582405042,10.0,90.0,1.58,LOW,0.3635,0,Limited Adverse Evidence,WATCH
617897,617897,0.0,-0.07204329259436654,10.0,90.0,1.58,LOW,0.1673,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617898,617898,35.71,-0.0848977383815761,60.0,85.7,35.79,MEDIUM,0.1649,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617899,617899,35.71,-0.1289938838339677,60.0,90.0,35.79,MEDIUM,0.5514,1,Progress Stagnation,ELEVATED
617900,617900,60.55,-0.12994869981397078,30.0,56.4,49.35,MEDIUM,0.3821,0,Limited Adverse Evidence,WATCH
617901,617901,35.71,-0.09218520439911776,60.0,90.0,35.79,MEDIUM,0.2869,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617902,617902,0.0,-0.05100759910667535,10.0,85.7,1.58,LOW,0.1962,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617904,617904,35.71,-0.09302860723396567,60.0,90.0,35.79,MEDIUM,0.6546,1,Progress Stagnation,ELEVATED
617905,617905,0.0,-0.09701035503432065,10.0,90.0,1.58,LOW,0.2902,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617906,617906,47.13,-0.0681739523364922,60.0,90.0,44.2,MEDIUM,0.5624,1,Progress Stagnation,ELEVATED
617907,617907,0.0,-0.0971792409960553,10.0,56.4,1.58,LOW,0.072,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617908,617908,0.0,-0.07253475310827279,10.0,85.7,1.58,LOW,0.1132,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617909,617909,35.71,-0.09169039427786163,60.0,85.7,35.79,MEDIUM,0.4385,0,Progress Stagnation,WATCH
617911,617911,48.21,-0.03988986126316052,60.0,90.0,45.0,MEDIUM,0.5592,1,Progress Stagnation,ELEVATED
617912,617912,20.29,-0.09088810201018788,30.0,90.0,19.69,LOW,0.3278,0,Limited Adverse Evidence,WATCH
617913,617913,61.06,-0.0043398273706652946,60.0,90.0,54.47,HIGH,0.3261,0,High Expenditure Progress Gap; Progress Stagnation,WATCH
617914,617914,2.32,-0.08609902349850967,10.0,90.0,3.29,LOW,0.3022,0,Limited Adverse Evidence,WATCH
617915,617915,0.0,-0.11823464699317121,10.0,60.7,1.58,LOW,0.2022,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617916,617916,0.0,-0.07379242374206085,10.0,90.0,1.58,LOW,0.5035,1,Limited Adverse Evidence,ELEVATED
617917,617917,100.0,-0.13356649779466911,60.0,56.4,83.16,CRITICAL,0.3668,0,Progress Stagnation,WATCH
617918,617918,3.19,-0.08128531512039183,,49.3,2.79,LOW,0.0372,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617919,617919,35.71,-0.11090407907371808,60.0,90.0,35.79,MEDIUM,0.1407,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617920,617920,35.71,-0.09008768865393713,60.0,85.7,35.79,MEDIUM,0.0771,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617921,617921,0.0,-0.11088040611671501,10.0,90.0,1.58,LOW,0.4561,0,Limited Adverse Evidence,WATCH
617922,617922,7.54,-0.09544658026388736,30.0,85.7,10.29,LOW,0.7371,1,Limited Adverse Evidence,HIGH_PREDICTIVE_SIGNAL
617923,617923,6.64,-0.0940476331141053,30.0,90.0,9.63,LOW,0.1961,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617924,617924,0.0,-0.1048941936124323,10.0,52.1,1.58,LOW,0.0402,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617925,617925,0.0,-0.07298897075745375,10.0,90.0,1.58,LOW,0.1374,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617926,617926,0.0,-0.03586705744923191,10.0,90.0,1.58,LOW,0.1775,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617927,617927,0.0,-0.06548156711878883,10.0,90.0,1.58,LOW,0.2308,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617928,617928,44.13,-0.03925435658785936,60.0,90.0,41.99,MEDIUM,0.5055,1,Progress Stagnation,ELEVATED
617929,617929,35.71,-0.1272607707741893,60.0,90.0,35.79,MEDIUM,0.5429,1,Progress Stagnation,ELEVATED
617930,617930,35.71,-0.08989516933169195,85.0,90.0,39.73,MEDIUM,0.4655,0,Progress Deterioration,WATCH
617931,617931,25.99,-0.08958582024995448,30.0,85.7,23.89,LOW,0.2055,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617932,617932,35.71,-0.11982598608035333,60.0,90.0,35.79,MEDIUM,0.2459,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617933,617933,0.0,-0.09576375214936306,10.0,56.4,1.58,LOW,0.0299,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617934,617934,57.14,-0.0319112434871856,60.0,90.0,51.58,HIGH,0.1855,0,High Expenditure Progress Gap; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617935,617935,11.21,-0.07686383798445334,10.0,90.0,9.84,LOW,0.1757,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617936,617936,35.71,-0.02341617649988237,60.0,90.0,35.79,MEDIUM,0.4982,0,Progress Stagnation,WATCH
617937,617937,0.0,-0.06254923953339403,10.0,77.1,1.58,LOW,0.0539,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617938,617938,0.0,-0.07009111669095686,10.0,90.0,1.58,LOW,0.1636,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617939,617939,0.0,-0.0794486243165875,10.0,85.7,1.58,LOW,0.2298,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617940,617940,15.43,-0.12243691215563668,30.0,85.7,16.11,LOW,0.2486,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617941,617941,28.67,-0.0850052926112449,30.0,85.7,25.86,LOW,0.0612,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617942,617942,0.0,-0.027150940993041606,10.0,90.0,1.58,LOW,0.1685,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617943,617943,35.71,-0.08494308975970782,30.0,57.9,31.05,LOW,0.0299,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617944,617944,92.7,-0.13160429646293992,60.0,56.4,77.78,HIGH,0.271,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617945,617945,0.0,-0.05151274873608308,10.0,90.0,1.58,LOW,0.1884,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617946,617946,35.71,-0.08112080338379885,60.0,90.0,35.79,MEDIUM,0.0286,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617947,617947,63.05,-0.0375363275263384,60.0,90.0,55.93,HIGH,0.5126,1,Progress Stagnation,ELEVATED
617948,617948,78.57,-0.021468389374827368,60.0,90.0,67.37,HIGH,0.5392,1,High Cost Escalation; Progress Stagnation,ELEVATED
617949,617949,100.0,-0.13112289291342843,60.0,60.7,83.16,CRITICAL,0.227,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617950,617950,0.0,-0.025345428692250205,10.0,90.0,1.58,LOW,0.1461,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617951,617951,0.0,-0.05335705814449743,10.0,77.1,1.58,LOW,0.1821,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617954,617954,0.0,-0.12149199107821285,10.0,56.4,1.58,LOW,0.1751,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617955,617955,14.58,-0.11727078346632797,30.0,90.0,15.48,LOW,0.2953,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617957,617957,83.23,-0.13434641477459436,30.0,56.4,66.06,HIGH,0.2799,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617958,617958,35.71,-0.043671887735649784,85.0,90.0,39.73,MEDIUM,0.3524,0,Progress Deterioration,WATCH
617959,617959,86.98,-0.13206648137136584,60.0,56.4,73.56,HIGH,0.2574,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617960,617960,33.61,-0.12395017439187245,30.0,90.0,29.5,LOW,0.1112,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617961,617961,68.39,-0.009794488632629994,60.0,90.0,59.87,HIGH,0.7845,1,High Cost Escalation; Progress Stagnation,HIGH_PREDICTIVE_SIGNAL
617962,617962,34.24,-0.11200520746659576,30.0,90.0,29.97,LOW,0.0561,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617963,617963,19.43,-0.09098886581099469,30.0,90.0,19.05,LOW,0.567,1,Limited Adverse Evidence,ELEVATED
617964,617964,0.0,-0.10071282937562182,10.0,90.0,1.58,LOW,0.219,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617965,617965,0.0,-0.07778036184095816,10.0,90.0,1.58,LOW,0.0201,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617966,617966,50.31,-0.027569367714839366,60.0,90.0,46.54,MEDIUM,0.287,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617967,617967,35.71,-0.10353702816440186,60.0,85.7,35.79,MEDIUM,0.0459,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617968,617968,40.11,-0.10527061155755524,60.0,90.0,39.03,MEDIUM,0.0957,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617969,617969,7.54,-0.08179013835237392,30.0,90.0,10.29,LOW,0.2252,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617970,617970,100.0,-0.13158792662514363,60.0,56.4,83.16,CRITICAL,0.1259,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617971,617971,0.0,-0.07286886195452635,10.0,90.0,1.58,LOW,0.2657,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617972,617972,35.71,-0.08438348307844656,60.0,85.7,35.79,MEDIUM,0.0802,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617973,617973,100.0,-0.13065618151971042,60.0,56.4,83.16,CRITICAL,0.4711,0,Progress Stagnation,WATCH
617974,617974,0.0,0.009061601637343097,10.0,90.0,12.11,LOW,0.0758,0,Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
617975,617975,100.0,-0.13118477403098744,60.0,56.4,83.16,CRITICAL,0.1496,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617976,617976,0.0,-0.06167512623440152,10.0,90.0,1.58,LOW,0.2018,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617977,617977,89.15,-0.13014415785609434,60.0,52.1,75.16,HIGH,0.1745,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617978,617978,0.0,-0.08857640693394436,10.0,85.7,1.58,LOW,0.0509,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617979,617979,0.0,-0.07793825219547545,10.0,85.7,1.58,LOW,0.2456,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617980,617980,17.68,-0.0933558956990656,30.0,90.0,17.76,LOW,0.2714,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617981,617981,81.85,-0.13066406408383108,30.0,52.1,65.05,HIGH,0.0833,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617982,617982,100.0,-0.08182189005952645,60.0,56.4,83.16,CRITICAL,0.1323,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617983,617983,7.54,-0.11633111148815245,30.0,90.0,10.29,LOW,0.0954,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617984,617984,23.46,-0.12610037010983532,30.0,90.0,22.02,LOW,0.0506,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617985,617985,9.02,-0.10636839932675618,30.0,90.0,11.38,LOW,0.0547,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617986,617986,0.0,-0.014664294668484845,10.0,90.0,1.58,LOW,0.1391,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617987,617987,0.0,-0.07755534258481378,10.0,90.0,1.58,LOW,0.1775,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617988,617988,0.0,-0.01138385952390164,10.0,90.0,1.58,LOW,0.1037,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617989,617989,40.82,-0.12190701945069571,30.0,90.0,34.81,MEDIUM,0.1512,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617990,617990,81.46,-0.13193280304829436,30.0,56.4,64.76,HIGH,0.2022,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617991,617991,35.71,-0.12002234718639243,60.0,90.0,35.79,MEDIUM,0.3218,0,Progress Stagnation,WATCH
617992,617992,97.24,-0.1306237679514859,60.0,56.4,81.12,HIGH,0.4123,0,Progress Stagnation,WATCH
617993,617993,85.4,-0.13169460918176257,60.0,52.1,72.4,HIGH,0.1712,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617994,617994,41.48,-0.10245073982677405,60.0,85.7,40.04,MEDIUM,0.0923,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617995,617995,35.71,-0.11558381442218596,60.0,90.0,35.79,MEDIUM,0.0918,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617996,617996,88.17,-0.1319866125846908,60.0,56.4,74.44,HIGH,0.2454,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
617997,617997,35.71,-0.08954179515031013,30.0,57.9,31.05,LOW,0.1007,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617998,617998,0.0,-0.11393688020845683,10.0,90.0,1.58,LOW,0.166,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
617999,617999,0.0,-0.1020456193071953,30.0,85.7,4.74,LOW,0.2283,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618000,618000,0.0,-0.09082245298624686,10.0,90.0,1.58,LOW,0.0339,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618001,618001,50.1,-0.11819076773144671,60.0,90.0,46.39,MEDIUM,0.1174,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618002,618002,100.0,-0.08182189005952645,60.0,56.4,83.16,CRITICAL,0.1323,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618003,618003,0.0,-0.03397702315442336,10.0,90.0,1.58,LOW,0.1117,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618004,618004,21.98,-0.08487152754425686,30.0,90.0,20.93,LOW,0.1481,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618005,618005,100.0,-0.13141325199104514,60.0,60.7,83.16,CRITICAL,0.271,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618006,618006,84.62,-0.13101556504312423,30.0,56.4,67.09,HIGH,0.1485,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618007,618007,100.0,-0.13137614243589457,60.0,56.4,83.16,CRITICAL,0.2599,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618008,618008,100.0,-0.13112289291342843,60.0,56.4,83.16,CRITICAL,0.1259,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618009,618009,41.21,-0.045449094057517625,60.0,90.0,39.84,MEDIUM,0.5246,1,Progress Stagnation,ELEVATED
618010,618010,35.71,-0.09178144720853287,60.0,85.7,35.79,MEDIUM,0.4737,0,Progress Stagnation,WATCH
618011,618011,0.0,-0.08306260206270177,30.0,90.0,4.74,LOW,0.3622,0,Limited Adverse Evidence,WATCH
618012,618012,35.71,-0.10935942673680649,60.0,90.0,35.79,MEDIUM,0.6922,1,Progress Stagnation,ELEVATED
618013,618013,0.0,-0.06823062441403915,10.0,85.7,1.58,LOW,0.0952,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618014,618014,0.0,-0.10500357278524575,10.0,85.7,1.58,LOW,0.5656,1,Limited Adverse Evidence,ELEVATED
618015,618015,1.48,-0.11812276782155079,30.0,85.7,5.83,LOW,0.3791,0,Limited Adverse Evidence,WATCH
618016,618016,0.0,-0.059428805173961985,10.0,85.7,1.58,LOW,0.1215,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618017,618017,35.71,-0.11927849628723791,60.0,85.7,35.79,MEDIUM,0.6487,1,Progress Stagnation,ELEVATED
618018,618018,28.67,-0.09583232943181025,30.0,85.7,25.86,LOW,0.6248,1,Limited Adverse Evidence,ELEVATED
618019,618019,14.58,-0.11765413210277992,30.0,90.0,15.48,LOW,0.0192,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618020,618020,15.57,-0.12472618358062348,30.0,90.0,16.21,LOW,0.3259,0,Limited Adverse Evidence,WATCH
618021,618021,0.0,-0.04055708987589335,10.0,90.0,1.58,LOW,0.1544,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618022,618022,16.79,-0.05039880277847997,10.0,90.0,13.95,LOW,0.1503,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618023,618023,60.55,-0.12921073543481532,30.0,60.7,49.35,MEDIUM,0.081,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618024,618024,35.71,-0.07008452021008144,60.0,90.0,35.79,MEDIUM,0.6369,1,Progress Stagnation,ELEVATED
618025,618025,35.71,-0.12282982958243538,60.0,90.0,35.79,MEDIUM,0.4763,0,Progress Stagnation,WATCH
618026,618026,82.25,-0.10343375177289382,30.0,56.4,65.34,HIGH,0.177,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618027,618027,0.0,-0.02894447092120811,10.0,85.7,1.58,LOW,0.0117,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618028,618028,0.0,-0.07365927225909924,10.0,85.7,1.58,LOW,0.23,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618029,618029,0.0,-0.11302258425439204,10.0,90.0,1.58,LOW,0.1861,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618030,618030,100.0,-0.08145316697538857,60.0,60.7,83.16,CRITICAL,0.086,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618031,618031,0.0,-0.014520446983649737,10.0,90.0,1.58,LOW,0.0826,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618033,618033,100.0,-0.127708493948187,60.0,60.7,83.16,CRITICAL,0.5624,1,Progress Stagnation,ELEVATED
618034,618034,35.71,-0.09867608463276284,60.0,90.0,35.79,MEDIUM,0.6785,1,Progress Stagnation,ELEVATED
618035,618035,0.0,-0.07892631904518554,10.0,85.7,1.58,LOW,0.3745,0,Limited Adverse Evidence,WATCH
618036,618036,0.0,-0.04140846131818293,10.0,85.7,1.58,LOW,0.112,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618037,618037,0.0,-0.09439888735866869,10.0,90.0,1.58,LOW,0.1125,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618038,618038,35.71,-0.08928351435626802,60.0,90.0,35.79,MEDIUM,0.2456,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618039,618039,20.85,-0.08609748588870869,30.0,90.0,20.1,LOW,0.1903,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618040,618040,35.71,-0.09074389732118893,60.0,85.7,35.79,MEDIUM,0.4538,0,Progress Stagnation,WATCH
618041,618041,35.71,-0.08753640279146646,60.0,90.0,35.79,MEDIUM,0.2327,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618042,618042,0.0,-0.10960541282613945,10.0,90.0,1.58,LOW,0.3697,0,Limited Adverse Evidence,WATCH
618043,618043,36.24,-0.05966740382066321,60.0,85.7,36.18,MEDIUM,0.5586,1,Progress Stagnation,ELEVATED
618044,618044,35.71,-0.08682146310200828,60.0,77.1,35.79,MEDIUM,0.0802,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
618045,618045,100.0,-0.1330451702964186,60.0,56.4,83.16,CRITICAL,0.6723,1,Progress Stagnation,ELEVATED
618046,618046,82.64,-0.13195338590224992,30.0,56.4,65.63,HIGH,0.2022,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
618047,618047,0.0,-0.024186674517858164,10.0,85.7,1.58,LOW,0.0971,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
