canonical_project_id,project_id,base_risk_score,anomaly_score,trajectory_risk_score,data_confidence_score,final_risk_score,risk_category,future_deterioration_probability,predicted_future_deterioration,risk_explanation,predictive_risk_band
101280,101280,,-0.13529299579073717,30.0,30.0,18.0,REVIEW_DATA,0.4126,0,Data review is required before risk escalation.,WATCH
106816,106816,,-0.13529299579073717,30.0,30.0,18.0,REVIEW_DATA,0.4126,0,Data review is required before risk escalation.,WATCH
108841,108841,1.89,-0.09462041554595169,,53.6,1.65,LOW,0.1927,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
120250,120250,,-0.13543827979911005,,24.3,0.0,REVIEW_DATA,0.3315,0,Data review is required before risk escalation.,WATCH
124199,124199,10.73,-0.08000535684431159,,49.3,9.39,LOW,0.0359,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
169570,169570,,-0.13529299579073717,30.0,30.0,18.0,REVIEW_DATA,0.4126,0,Data review is required before risk escalation.,WATCH
171218,171218,0.0,-0.08579518150843068,,49.3,0.0,LOW,0.1132,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
175860,175860,2.34,-0.09516947314547608,,49.3,2.05,LOW,0.311,0,Limited Adverse Evidence,WATCH
186000,186000,,-0.1102321347433442,,24.3,0.0,REVIEW_DATA,0.3717,0,Data review is required before risk escalation.,WATCH
188000,188000,,-0.13524441672244264,,24.3,0.0,REVIEW_DATA,0.3315,0,Data review is required before risk escalation.,WATCH
188830,188830,,-0.1337008887481288,,24.3,0.0,REVIEW_DATA,0.1818,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
205974,205974,,-0.13375599402396987,,24.3,0.0,REVIEW_DATA,0.3319,0,Data review is required before risk escalation.,WATCH
210914,210914,0.0,-0.10037325033985683,,49.3,0.0,LOW,0.4223,0,Limited Adverse Evidence,WATCH
222253,222253,1.04,-0.09349055459010058,,53.6,0.91,LOW,0.1617,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
225770,225770,,-0.111377266110532,,24.3,0.0,REVIEW_DATA,0.3717,0,Data review is required before risk escalation.,WATCH
240484,240484,10.73,-0.08000535684431159,,49.3,9.39,LOW,0.0359,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
245986,245986,0.0,-0.08540004583208083,,49.3,0.0,LOW,0.0279,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
260860,260860,,-0.13435913667768146,,24.3,0.0,REVIEW_DATA,0.382,0,Data review is required before risk escalation.,WATCH
262175,262175,,-0.13375599402396987,,24.3,0.0,REVIEW_DATA,0.3319,0,Data review is required before risk escalation.,WATCH
267000,267000,,-0.13529299579073717,30.0,30.0,18.0,REVIEW_DATA,0.4126,0,Data review is required before risk escalation.,WATCH
297700,297700,,-0.13612119740733925,,24.3,0.0,REVIEW_DATA,0.3315,0,Data review is required before risk escalation.,WATCH
298178,298178,1.88,-0.08241259339104867,,49.3,1.64,LOW,0.0372,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
317725,317725,0.0,-0.08494308975970782,,49.3,0.0,LOW,0.0196,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
362420,362420,73.37,-0.1229374171790405,30.0,32.9,58.8,REVIEW_DATA,0.4786,0,Data review is required before risk escalation.,WATCH
364934,364934,0.0,-0.09959281460727049,,49.3,0.0,LOW,0.3772,0,Limited Adverse Evidence,WATCH
400005,400005,23.08,-0.12291450325341957,30.0,52.1,21.74,LOW,0.1496,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400006,400006,21.43,-0.0535671121818343,10.0,90.0,17.37,LOW,0.6945,1,High Expenditure Progress Gap,ELEVATED
400010,400010,21.04,-0.09035871655906241,10.0,90.0,17.08,LOW,0.3211,0,Limited Adverse Evidence,WATCH
400012,400012,30.08,-0.11473798617361147,30.0,90.0,26.9,LOW,0.0901,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400013,400013,9.65,-0.02972628538038885,30.0,90.0,11.85,LOW,0.0781,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400018,400018,35.15,-0.1277762123099544,60.0,90.0,35.37,MEDIUM,0.3956,0,Progress Stagnation,WATCH
400019,400019,0.0,-0.09093573417448197,10.0,60.7,1.58,LOW,0.191,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400022,400022,18.3,-0.023991659947669164,10.0,90.0,15.06,LOW,0.7651,1,Limited Adverse Evidence,HIGH_PREDICTIVE_SIGNAL
400023,400023,34.31,-0.08567503662513781,60.0,90.0,34.75,MEDIUM,0.4874,0,Progress Stagnation,WATCH
400033,400033,33.32,-0.10851263605602623,60.0,90.0,34.03,MEDIUM,0.7699,1,Progress Stagnation,HIGH_PREDICTIVE_SIGNAL
400035,400035,66.47,-0.1305209393782461,30.0,56.4,53.71,HIGH,0.2363,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400043,400043,1.9,-0.11996504853139639,30.0,90.0,6.14,LOW,0.3297,0,Limited Adverse Evidence,WATCH
400045,400045,35.71,-0.1199535890107355,60.0,90.0,35.79,MEDIUM,0.5762,1,Progress Stagnation,ELEVATED
400047,400047,28.67,-0.1090858777390859,30.0,90.0,25.86,LOW,0.5212,1,Limited Adverse Evidence,ELEVATED
400048,400048,35.71,-0.1268946045740817,60.0,90.0,35.79,MEDIUM,0.2202,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400062,400062,10.36,-0.07224499222417163,30.0,90.0,12.37,LOW,0.1725,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400073,400073,35.71,-0.062352776555713973,85.0,90.0,39.73,MEDIUM,0.5807,1,Progress Deterioration,ELEVATED
400074,400074,38.54,-0.08852701465496937,85.0,90.0,41.82,MEDIUM,0.4924,0,Progress Deterioration,WATCH
400077,400077,0.0,-0.13462508564267162,,28.6,0.0,REVIEW_DATA,0.4616,0,Data review is required before risk escalation.,WATCH
400078,400078,34.91,-0.11745119963180034,30.0,60.7,30.46,LOW,0.4279,0,Limited Adverse Evidence,WATCH
400081,400081,53.62,0.12810771730129467,60.0,90.0,59.51,HIGH,0.1067,0,High Expenditure Progress Gap; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
400087,400087,32.93,-0.074176142676737,10.0,90.0,25.84,LOW,0.3111,0,High Cost Escalation,WATCH
400093,400093,85.01,-0.08020620576699455,30.0,52.1,67.38,HIGH,0.228,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400095,400095,61.93,-0.1280038350389845,30.0,52.1,50.37,MEDIUM,0.5847,1,Limited Adverse Evidence,ELEVATED
400096,400096,84.62,-0.12635016742372612,30.0,52.1,67.09,HIGH,0.5196,1,Limited Adverse Evidence,ELEVATED
400097,400097,94.08,-0.1353760508569104,60.0,52.1,78.8,HIGH,0.4531,0,Progress Stagnation,WATCH
400100,400100,100.0,0.09981516662469636,60.0,90.0,93.68,CRITICAL,0.0829,0,High Expenditure Progress Gap; High Cost Escalation,LOW_PREDICTIVE_SIGNAL
400101,400101,78.57,-0.0738251065391326,60.0,90.0,67.37,HIGH,0.1678,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400102,400102,57.31,-0.09026006487265681,60.0,90.0,51.7,HIGH,0.1518,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400103,400103,78.57,0.046296510713794925,60.0,90.0,77.89,HIGH,0.2546,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400104,400104,70.41,-0.12474482190401148,30.0,32.9,56.62,REVIEW_DATA,0.4986,0,Data review is required before risk escalation.,WATCH
400105,400105,95.66,-0.13505315164530812,60.0,52.1,79.96,HIGH,0.5916,1,Progress Stagnation,ELEVATED
400107,400107,89.35,-0.13313623304728323,60.0,52.1,75.31,HIGH,0.6119,1,Progress Stagnation,ELEVATED
400109,400109,87.57,-0.13374651280951627,60.0,52.1,74.0,HIGH,0.5664,1,Progress Stagnation,ELEVATED
400111,400111,73.99,-0.08273205975307957,30.0,90.0,59.26,HIGH,0.4252,0,High Cost Escalation,WATCH
400112,400112,80.28,-0.06843800242442094,30.0,52.1,63.89,HIGH,0.1719,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400115,400115,59.28,-0.10076782171305576,60.0,90.0,53.15,HIGH,0.4162,0,Progress Stagnation,WATCH
400116,400116,65.2,-0.00047765438939789684,60.0,90.0,57.52,HIGH,0.5909,1,High Expenditure Progress Gap; Progress Stagnation,ELEVATED
400119,400119,40.53,-0.11409114848444346,60.0,90.0,39.34,MEDIUM,0.1997,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400120,400120,32.9,0.031778920756109885,60.0,90.0,44.24,MEDIUM,0.1059,0,Progress Stagnation; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
400121,400121,0.0,-0.11984939936622008,10.0,90.0,1.58,LOW,0.1001,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400136,400136,35.71,-0.08853470358728094,60.0,90.0,35.79,MEDIUM,0.6574,1,Progress Stagnation,ELEVATED
400138,400138,55.38,-0.028641303266534524,60.0,90.0,50.28,MEDIUM,0.629,1,High Expenditure Progress Gap; Progress Stagnation,ELEVATED
400139,400139,55.84,-0.07256371160201042,85.0,90.0,54.57,HIGH,0.7627,1,High Expenditure Progress Gap; Progress Deterioration,HIGH_PREDICTIVE_SIGNAL
400141,400141,49.79,-0.09762723243891003,30.0,90.0,41.42,MEDIUM,0.2147,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400142,400142,35.71,-0.1270991315957824,60.0,90.0,35.79,MEDIUM,0.3459,0,Progress Stagnation,WATCH
400144,400144,35.71,-0.09714590116672689,60.0,90.0,35.79,MEDIUM,0.4821,0,Progress Stagnation,WATCH
400148,400148,35.71,-0.12052412786107108,60.0,90.0,35.79,MEDIUM,0.3938,0,Progress Stagnation,WATCH
400149,400149,35.71,-0.1282659300702546,60.0,90.0,35.79,MEDIUM,0.6325,1,Progress Stagnation,ELEVATED
400150,400150,35.71,-0.0760601414333768,85.0,90.0,39.73,MEDIUM,0.6876,1,Progress Deterioration,ELEVATED
400151,400151,54.47,-0.07479464434334304,85.0,90.0,53.56,HIGH,0.5351,1,High Expenditure Progress Gap; Progress Deterioration,ELEVATED
400152,400152,100.0,-0.12362885706464943,,28.6,87.5,REVIEW_DATA,0.4789,0,Data review is required before risk escalation.,WATCH
400153,400153,27.4,-0.09908368508681792,30.0,90.0,24.93,LOW,0.4662,0,Limited Adverse Evidence,WATCH
400154,400154,28.32,-0.0665283250571897,30.0,90.0,25.6,LOW,0.6861,1,Limited Adverse Evidence,ELEVATED
400155,400155,35.71,-0.08919284277421546,85.0,90.0,39.73,MEDIUM,0.66,1,Progress Deterioration,ELEVATED
400156,400156,35.71,-0.08750952048729227,85.0,90.0,39.73,MEDIUM,0.538,1,Progress Deterioration,ELEVATED
400160,400160,50.34,-0.08570232459985583,85.0,90.0,50.51,MEDIUM,0.4866,0,Progress Deterioration,WATCH
400161,400161,,-0.13102993963979293,,24.3,0.0,REVIEW_DATA,0.1445,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
400162,400162,28.24,-0.12240698304938413,30.0,90.0,25.55,LOW,0.1911,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400165,400165,50.1,-0.08785269022081427,30.0,90.0,41.65,MEDIUM,0.3855,0,High Expenditure Progress Gap,WATCH
400166,400166,29.59,-0.11954172957452835,30.0,90.0,26.54,LOW,0.3772,0,Limited Adverse Evidence,WATCH
400167,400167,29.37,-0.10585055034916169,30.0,90.0,26.38,LOW,0.1689,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400168,400168,44.91,-0.07691590602097559,30.0,90.0,37.83,MEDIUM,0.0634,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400169,400169,31.1,-0.10339493610574985,30.0,90.0,27.65,LOW,0.5454,1,Limited Adverse Evidence,ELEVATED
400171,400171,35.01,-0.11800594061728809,60.0,90.0,35.27,MEDIUM,0.1416,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400172,400172,35.71,-0.12223859986118418,60.0,90.0,35.79,MEDIUM,0.2465,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400173,400173,35.71,-0.10845644458313514,60.0,90.0,35.79,MEDIUM,0.3707,0,Progress Stagnation,WATCH
400174,400174,47.01,-0.07546250836263069,30.0,90.0,39.38,MEDIUM,0.1765,0,High Cost Escalation,LOW_PREDICTIVE_SIGNAL
400177,400177,35.71,-0.12884315772688837,60.0,90.0,35.79,MEDIUM,0.3402,0,Progress Stagnation,WATCH
400178,400178,56.51,-0.04500663642981906,60.0,90.0,51.11,MEDIUM,0.5002,1,High Expenditure Progress Gap; Progress Stagnation,ELEVATED
400180,400180,35.5,-0.10066032275006531,60.0,90.0,35.63,MEDIUM,0.5283,1,Progress Stagnation,ELEVATED
400181,400181,28.25,-0.10690868484603527,30.0,90.0,25.55,LOW,0.5294,1,Limited Adverse Evidence,ELEVATED
400182,400182,87.97,-0.09697124907797317,60.0,52.1,74.29,HIGH,0.5464,1,Progress Stagnation,ELEVATED
400183,400183,1.13,-0.1095024824052428,30.0,90.0,5.57,LOW,0.5797,1,Limited Adverse Evidence,ELEVATED
400185,400185,26.84,-0.08353187704971377,30.0,90.0,24.51,LOW,0.3303,0,Limited Adverse Evidence,WATCH
400186,400186,34.02,-0.09610651984579927,60.0,90.0,34.54,MEDIUM,0.7274,1,Progress Stagnation,HIGH_PREDICTIVE_SIGNAL
400187,400187,11.45,-0.11192164403272126,30.0,90.0,13.17,LOW,0.1335,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400188,400188,35.71,-0.10114530350900786,85.0,90.0,39.73,MEDIUM,0.7081,1,Progress Deterioration,HIGH_PREDICTIVE_SIGNAL
400192,400192,50.1,0.035540853714248644,30.0,90.0,52.18,HIGH,0.561,1,High Expenditure Progress Gap; Anomalous Project Pattern,ELEVATED
400203,400203,83.9,0.18007832274542523,60.0,90.0,81.82,HIGH,0.2965,0,High Expenditure Progress Gap; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
400204,400204,13.69,-0.040821350491450026,10.0,90.0,11.67,LOW,0.2784,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400205,400205,57.14,0.013321023499870577,85.0,90.0,66.05,HIGH,0.0555,0,High Expenditure Progress Gap; Progress Deterioration,LOW_PREDICTIVE_SIGNAL
400220,400220,50.72,-0.1150334686487483,60.0,90.0,46.85,MEDIUM,0.4658,0,Progress Stagnation,WATCH
400223,400223,78.57,-0.005586408117467523,60.0,90.0,67.37,HIGH,0.1693,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400231,400231,27.79,-0.07930138730646252,30.0,90.0,25.21,LOW,0.2179,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400232,400232,35.71,-0.06967080862559005,85.0,90.0,39.73,MEDIUM,0.6819,1,Progress Deterioration,ELEVATED
400247,400247,78.57,0.07016036077986765,85.0,90.0,81.84,HIGH,0.8028,1,High Cost Escalation; Progress Deterioration,HIGH_PREDICTIVE_SIGNAL
400253,400253,40.83,-0.12628043133437067,30.0,60.7,34.82,MEDIUM,0.4006,0,Limited Adverse Evidence,WATCH
400254,400254,41.49,-0.09699185911755864,85.0,90.0,43.99,MEDIUM,0.3034,0,Progress Deterioration,WATCH
400259,400259,66.86,-0.12360995471828223,30.0,52.1,54.0,HIGH,0.1163,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400261,400261,21.5,-0.04607992811152056,30.0,90.0,20.58,LOW,0.1408,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400271,400271,100.0,-0.12622973216059746,60.0,60.7,83.16,CRITICAL,0.6693,1,Progress Stagnation,ELEVATED
400273,400273,79.67,0.0060245663714558195,85.0,90.0,82.65,HIGH,0.3576,0,High Cost Escalation; Progress Deterioration,WATCH
400275,400275,47.52,-0.07599517865481642,85.0,90.0,48.44,MEDIUM,0.8589,1,Progress Deterioration,HIGH_PREDICTIVE_SIGNAL
400277,400277,92.11,-0.12244471640787619,60.0,60.7,77.34,HIGH,0.1781,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400280,400280,35.72,-0.11749949521646413,60.0,90.0,35.79,MEDIUM,0.0646,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400291,400291,44.02,-0.04669397808438569,85.0,90.0,45.86,MEDIUM,0.2278,0,Progress Deterioration,LOW_PREDICTIVE_SIGNAL
400298,400298,100.0,0.28963914676857494,85.0,90.0,97.63,CRITICAL,0.0269,0,High Expenditure Progress Gap; High Cost Escalation,LOW_PREDICTIVE_SIGNAL
400299,400299,60.1,-0.08805792877266444,60.0,90.0,53.76,HIGH,0.5622,1,Progress Stagnation,ELEVATED
400301,400301,51.8,-0.01679870655938437,30.0,90.0,42.91,MEDIUM,0.4712,0,High Cost Escalation,WATCH
400312,400312,0.0,-0.11442752567742187,10.0,90.0,1.58,LOW,0.1887,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400313,400313,64.5,-0.1229374171790405,30.0,32.9,52.26,REVIEW_DATA,0.4599,0,Data review is required before risk escalation.,WATCH
400315,400315,35.5,-0.09983528348017295,60.0,90.0,35.63,MEDIUM,0.6104,1,Progress Stagnation,ELEVATED
400321,400321,2.41,-0.11742688725173306,30.0,90.0,6.51,LOW,0.1061,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400352,400352,34.16,-0.0689156529263627,60.0,90.0,34.64,MEDIUM,0.4449,0,Progress Stagnation,WATCH
400353,400353,39.19,-0.0999864925480381,60.0,90.0,38.35,MEDIUM,0.7521,1,Progress Stagnation,HIGH_PREDICTIVE_SIGNAL
400354,400354,38.38,-0.10516904867648036,30.0,90.0,33.02,MEDIUM,0.182,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400369,400369,33.31,-0.08399958599695728,30.0,90.0,29.28,LOW,0.287,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400382,400382,100.0,-0.1354133007273638,60.0,60.7,83.16,CRITICAL,0.4531,0,Progress Stagnation,WATCH
400392,400392,29.41,-0.11888763025302523,30.0,90.0,26.41,LOW,0.2138,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
400416,400416,55.49,-0.10465860506573543,30.0,90.0,45.62,MEDIUM,0.4795,0,Limited Adverse Evidence,WATCH
400424,400424,35.71,-0.0774135700024301,60.0,90.0,35.79,MEDIUM,0.1412,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
400425,400425,24.65,-0.1272243318566197,30.0,90.0,22.9,LOW,0.359,0,Limited Adverse Evidence,WATCH
400426,400426,78.57,0.11593848143008922,85.0,90.0,81.84,HIGH,0.8582,1,High Cost Escalation; Progress Deterioration,HIGH_PREDICTIVE_SIGNAL
423500,423500,,-0.13462186243722662,,24.3,0.0,REVIEW_DATA,0.35,0,Data review is required before risk escalation.,WATCH
425828,425828,6.97,-0.09762267615226,,49.3,6.1,LOW,0.4536,0,Limited Adverse Evidence,WATCH
437130,437130,1.42,-0.09479859651737599,,49.3,1.24,LOW,0.343,0,Limited Adverse Evidence,WATCH
453000,453000,,-0.13529299579073717,30.0,25.7,18.0,REVIEW_DATA,0.4126,0,Data review is required before risk escalation.,WATCH
462136,462136,0.0,-0.08494308975970782,,49.3,0.0,LOW,0.0196,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
468100,468100,,-0.13605481531104413,,24.3,0.0,REVIEW_DATA,0.2122,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
476006,476006,0.0,-0.10296353936379693,,49.3,0.0,LOW,0.3238,0,Limited Adverse Evidence,WATCH
478482,478482,7.08,-0.08168895360581552,,49.3,6.2,LOW,0.034,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
505491,505491,33.33,0.05745362662161513,,49.3,41.66,MEDIUM,0.0285,0,High Expenditure Progress Gap; Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
534476,534476,,-0.09139040121645214,,24.3,0.0,REVIEW_DATA,0.3986,0,Data review is required before risk escalation.,WATCH
547243,547243,0.0,-0.11649346792165244,,49.3,0.0,LOW,0.1057,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
589703,589703,0.0,-0.12880074888670462,,49.3,0.0,LOW,0.0577,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
601812,601812,3.52,-0.08054803954400303,30.0,77.1,7.33,LOW,0.1468,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
602096,602096,78.04,0.0692472271479101,60.0,90.0,77.5,HIGH,0.1988,0,High Cost Escalation; Progress Stagnation,LOW_PREDICTIVE_SIGNAL
602098,602098,47.0,-0.10092593605725114,60.0,90.0,44.11,MEDIUM,0.1156,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
602099,602099,37.98,-0.1124444247773213,30.0,90.0,32.72,LOW,0.0545,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
602181,602181,30.42,-0.11857649033345219,30.0,90.0,27.15,LOW,0.4504,0,Limited Adverse Evidence,WATCH
602182,602182,32.19,-0.09364239799538954,60.0,90.0,33.19,MEDIUM,0.3339,0,Progress Stagnation,WATCH
602184,602184,58.94,-0.03994524787327919,30.0,90.0,48.17,MEDIUM,0.4613,0,High Cost Escalation,WATCH
602185,602185,78.57,0.026509115631923375,85.0,90.0,81.84,HIGH,0.5371,1,High Cost Escalation; Progress Deterioration,ELEVATED
602193,602193,100.0,-0.13102993963979293,,28.6,87.5,REVIEW_DATA,0.1834,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
602195,602195,73.32,-0.06523115155214687,30.0,90.0,58.76,HIGH,0.1614,0,High Cost Escalation,LOW_PREDICTIVE_SIGNAL
602223,602223,78.32,-0.06007669803589544,60.0,90.0,67.18,HIGH,0.5737,1,High Cost Escalation; Progress Stagnation,ELEVATED
602525,602525,60.71,-0.09376912317364566,30.0,90.0,49.47,MEDIUM,0.6892,1,High Cost Escalation,ELEVATED
602532,602532,27.29,-0.10979172442987789,30.0,90.0,24.85,LOW,0.4479,0,Limited Adverse Evidence,WATCH
602535,602535,23.88,-0.10684670563947085,30.0,90.0,22.33,LOW,0.6277,1,Limited Adverse Evidence,ELEVATED
602538,602538,36.97,-0.09698881126298348,30.0,90.0,31.98,LOW,0.0618,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
602579,602579,53.9,-0.0802627730192349,60.0,90.0,49.19,MEDIUM,0.0678,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
602582,602582,56.17,-0.01643343911656081,30.0,90.0,46.13,MEDIUM,0.1795,0,High Cost Escalation,LOW_PREDICTIVE_SIGNAL
602593,602593,72.87,-0.019926011190691484,30.0,90.0,58.43,HIGH,0.3033,0,High Cost Escalation,WATCH
602633,602633,100.0,-0.07906959756914733,,28.6,87.5,REVIEW_DATA,0.1024,0,Data review is required before risk escalation.,LOW_PREDICTIVE_SIGNAL
602792,602792,35.71,-0.09928775450070104,60.0,90.0,35.79,MEDIUM,0.0764,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
602797,602797,84.1,0.06997483611161881,85.0,90.0,85.92,CRITICAL,0.7491,1,High Cost Escalation; Progress Deterioration,HIGH_PREDICTIVE_SIGNAL
602961,602961,5.66,-0.08302335279453499,30.0,90.0,8.91,LOW,0.0687,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
603210,603210,0.85,-0.08796397125684807,30.0,57.9,5.36,LOW,0.1086,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
603293,603293,71.17,-0.0900061062570005,60.0,90.0,61.91,HIGH,0.5051,1,High Cost Escalation; Progress Stagnation,ELEVATED
603945,603945,100.0,0.10068187384960248,60.0,90.0,93.68,CRITICAL,0.3434,0,High Expenditure Progress Gap; High Cost Escalation,WATCH
604791,604791,61.67,-0.01513973730623236,30.0,90.0,50.18,MEDIUM,0.1137,0,High Cost Escalation,LOW_PREDICTIVE_SIGNAL
604795,604795,45.26,-0.07071122344450498,60.0,90.0,42.82,MEDIUM,0.3786,0,Progress Stagnation,WATCH
604833,604833,24.3,-0.10049124069943777,10.0,90.0,19.48,LOW,0.5039,1,Limited Adverse Evidence,ELEVATED
604852,604852,20.22,-0.11644598726064548,30.0,90.0,19.64,LOW,0.2197,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
604853,604853,58.29,-0.10296522240510969,60.0,90.0,52.42,HIGH,0.209,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
604859,604859,28.67,-0.1015956233916348,30.0,90.0,25.86,LOW,0.1708,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
604863,604863,39.08,-0.1208538680254771,60.0,90.0,38.27,MEDIUM,0.1375,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
605155,605155,19.48,-0.10775344805028997,30.0,90.0,19.09,LOW,0.743,1,Limited Adverse Evidence,HIGH_PREDICTIVE_SIGNAL
605156,605156,71.32,-0.051084324180213636,30.0,90.0,57.29,HIGH,0.3625,0,High Cost Escalation,WATCH
605292,605292,42.7,-0.1229693232251653,60.0,90.0,40.94,MEDIUM,0.237,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
606013,606013,35.01,-0.1177487948463889,60.0,90.0,35.27,MEDIUM,0.1315,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
606112,606112,55.17,0.0034812456926590074,60.0,90.0,60.65,HIGH,0.3824,0,High Expenditure Progress Gap; Progress Stagnation,WATCH
606431,606431,45.42,-0.11495525520118188,60.0,90.0,42.94,MEDIUM,0.0688,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
606479,606479,35.01,-0.11849344765815356,60.0,90.0,35.27,MEDIUM,0.0947,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
607653,607653,0.0,0.09618198500047548,10.0,77.1,12.11,LOW,0.073,0,Anomalous Project Pattern,LOW_PREDICTIVE_SIGNAL
607701,607701,3.35,-0.1248414381178719,30.0,52.1,7.21,LOW,0.1319,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
607709,607709,50.4,-0.10324430832064241,60.0,90.0,46.61,MEDIUM,0.0635,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
609019,609019,28.67,-0.10673587728412343,30.0,90.0,25.86,LOW,0.0568,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
609424,609424,57.14,-0.06720400116584857,60.0,90.0,51.58,HIGH,0.775,1,High Expenditure Progress Gap; Progress Stagnation,HIGH_PREDICTIVE_SIGNAL
609736,609736,30.47,-0.11391774053743253,30.0,90.0,27.19,LOW,0.1587,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
609996,609996,14.93,-0.11978569758201046,30.0,90.0,15.74,LOW,0.345,0,Limited Adverse Evidence,WATCH
610315,610315,38.91,-0.07263198408658444,60.0,90.0,38.14,MEDIUM,0.1235,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
610984,610984,29.37,-0.13079755682839783,30.0,90.0,26.38,LOW,0.1259,0,Limited Adverse Evidence,LOW_PREDICTIVE_SIGNAL
611016,611016,88.17,-0.13122056027635626,60.0,52.1,74.44,HIGH,0.1984,0,Progress Stagnation,LOW_PREDICTIVE_SIGNAL
611017,611017,84.02,-0.127762383552263,30.0,52.1,66.65,HIGH,0.4235,0,Limited Adverse Evidence,WATCH
